objid,bpt_class,Av_50,Av_16,Av_84,age_50,age_16,age_84,mass_50,mass_16,mass_84,metallicity_50,metallicity_16,metallicity_84,tau_50,tau_16,tau_84
1237648720142336185,star_forming,1.1858406046845977,1.0923800365524456,1.274828967089873,7.38756947389047,6.072166775341372,8.856973761127325,11.179890538901052,11.135073304531307,11.223356265570386,0.7653545603328117,0.687226778279599,0.8441354347086268,12.604002635118533,10.181971946330606,14.410099037700991
1237648720142336237,star_forming,1.6581891833437576,1.556223476306838,1.7440605767248616,6.889987468868727,5.277716874978644,8.725382135122628,10.944471285190035,10.887916212539213,10.993432740017964,0.13795029436767392,0.1082663895507651,0.1943794724455083,10.69994268244346,6.994002098710047,13.541157883176336
1237648720678944894,star_forming,1.1017814198711964,1.0385891733821977,1.168537874371346,2.799732829712611,2.417661941609678,3.3152531999076675,10.815651075467965,10.790013836260028,10.849545042552661,0.11093239247584524,0.10337497129010927,0.12881984997082938,1.0116680924070611,0.8086686918606186,1.2696666601428235
1237648722291196127,star_forming,0.28358457071855947,0.2226293156548139,0.36623408920722195,5.316093126688942,3.2511049597838078,10.604806172373348,11.349834901702085,11.224925566532239,11.52198657286736,1.1685578599463526,0.7456584204447743,1.4544550505224738,0.47861413950139853,0.23467930337769682,0.9173570542068957
1237648722831343722,star_forming,0.7202598462213169,0.5737460261893179,0.8371303726949512,3.550124621111647,2.6932748716749026,5.033718512845738,9.228623694252553,9.17612738177963,9.305834519261772,0.2288323382028858,0.1503720975486972,0.32809677387541347,9.571159243578661,5.963370482445041,12.855060576998099
1237648722831409199,star_forming,0.1011170973309086,0.030803503326500496,0.21707815325869237,11.959639569070227,10.46879006639906,12.768087946575704,10.0291787642416,9.999281316647856,10.052524842960114,0.44672406478045923,0.33914475901453456,0.5615609903191756,8.097475744962638,6.574262897005736,10.632331835816684
1237650795683250311,star_forming,1.6319006244202283,1.5453977487943589,1.7059159375379498,7.257605104887061,5.85592185712531,8.879196856464208,10.641808708015812,10.600770039281295,10.684204867017113,0.10712632233412409,0.101670266733746,0.11871343282735859,11.324392844632545,7.810804540944188,13.852588926536894
1237650795683250319,star_forming,1.7690126286827819,1.6927047453793034,1.8543788180177978,6.796531490284453,4.986955445549884,10.046759702553757,10.723308057568394,10.667080117552976,10.798169374034849,0.11045829383369554,0.10293453538518678,0.12279498833674556,3.3502130055534467,2.17560665701539,6.091677255585948
1237650795683250326,star_forming,1.5966673539741805,1.5671320433977123,1.6260380403279986,3.640645027903126,3.542758351981554,3.7857765340915055,10.858422949922652,10.847845729203884,10.874844949413196,0.10945256522533035,0.10318756322214345,0.1183630143273437,0.5243421941544624,0.46076163726435015,0.6158594383854291
1237650795683250349,star_forming,1.1475070029560532,0.9924344732105539,1.3131651084598057,6.8504226269444,4.6875672393329015,11.032265514242104,10.686799836567126,10.594364430319601,10.793120251086203,0.7276667180797312,0.4925568225628159,1.1699746353534743,1.1411438392796898,0.6552027466768905,2.054223693035067
1237650796220055738,star_forming,0.027497113148945644,0.007041347188544802,0.10119546627090517,10.509002981738217,8.545726649747106,12.142524564378187,9.945120533749044,9.900438420774455,9.975251731271944,1.3274124016546787,0.9050829490158647,1.622342770477808,3.847154105713998,2.9539618624969104,4.641186103003949
1237651801770688761,star_forming,0.15423198469344118,0.09544436025752188,0.21565526156272277,11.852263576146395,9.92511598484791,12.4812266362587,10.8863915015265,10.846810325771012,10.909459911170002,0.6363056217287144,0.5018678124224961,0.759134046109682,0.6871487718027317,0.3211941908946877,1.1373336461484327
1237648720144040072,star_forming,0.6339347608622019,0.5170289491911665,0.7335597214967766,7.415587886458449,5.019131698411051,10.110301928327036,11.732170644467761,11.649675125463562,11.811848175675864,0.6325166911618294,0.4290318481161712,1.0081416367082308,0.8505186834054529,0.3826883540654529,1.3809708616284408
1237648720144040094,star_forming,1.975484312995326,1.866773365593699,2.049168266859028,0.9989691761620415,0.8177625493156431,1.272622865563666,10.018103893527408,9.982591327880957,10.058901959279435,0.33838982897924647,0.23918379511642707,0.4736784369696858,6.853602034209512,2.7362966125961736,11.915458373183752
1237648720144040126,star_forming,0.33336957001656686,0.24335696873564397,0.41603022904659065,5.559383550677453,3.803595000299934,10.223020704815966,11.33540976632616,11.213719949829107,11.482049384363163,0.9748095799363712,0.5882508305121001,1.4414166299038893,0.5218059219538108,0.24026066217335076,0.9476235605218275
1237648720680714471,star_forming,0.6695947454807016,0.45997171986487545,0.902161075858771,9.475922895165986,6.210900989711143,11.533742303213815,10.284403065132771,10.187255514234723,10.342215638948153,0.5582892929424866,0.33071213854286885,0.8422796361821967,5.431380679901922,2.7698568137719985,9.962150461309921
1237648721221648570,star_forming,0.31093028572851944,0.1515241559893865,0.5215699731635101,8.637366686055735,5.7090055449048,11.232439901214814,9.150143246770288,9.052570993006267,9.21616392941015,0.5864457505545185,0.4274159992262177,0.7751091358512692,9.943918584715398,6.70282610160838,12.872840082033338
1237648721754521762,star_forming,1.2969873763313389,1.1977488233076778,1.3775252965914928,5.6278088586303365,3.8530768132585185,9.187974658669456,10.976360383980655,10.90666437908367,11.064504873387028,0.10905813461197156,0.10217987403459834,0.1201342742533352,3.7304578975817346,1.9802205181691246,8.766705282391772
1237648721754521800,star_forming,0.29645940555626765,0.20783099121732398,0.38048876161458905,9.755583998079944,6.703729164278753,10.4705246023258,11.990928694356942,11.87082958641381,12.01166105961311,0.665242998509846,0.5257571602706771,1.006281292093079,0.49361866350539535,0.23778380686588593,0.8209772984578331
1237648721757077650,star_forming,0.7464059819408118,0.6403070911937775,0.8361527136034473,8.465303320028589,6.11873107504801,10.558162478678993,11.268872651191144,11.20167544011917,11.317778351310475,0.22480199826401537,0.18671381794695094,0.30150984400523606,0.9094097965900786,0.4463073718526621,1.4163417251866812
1237648722291392782,star_forming,0.4849578381523687,0.2683423960971055,0.7056688785716292,7.371502818935887,4.962319342426276,10.482919996080328,10.828363286444736,10.74902091745247,10.914684621628803,0.3928599250595761,0.20262358892249505,0.6832665675092471,1.2251930708316783,0.7036175813357377,1.94836106426364
1237648722291392795,star_forming,0.6502593033433073,0.49721832146758776,0.8191269678227332,5.180581655359221,3.4741840092125593,7.193633907124124,9.602074191830544,9.510525883253333,9.678393897236099,0.7309405393304815,0.5921987033356667,0.8831025058110694,10.764640666126494,7.22053338961748,13.852943918537992
1237648721752555640,star_forming,1.7540742444442508,1.6843211722760056,1.8131239458407407,2.4821228859783893,2.2441492423863267,2.895324250526563,10.590914121331263,10.566468009274075,10.625082901880733,0.1536497697982684,0.11812990392186129,0.20832735225167542,0.5319635349435443,0.43288738555036466,0.7011352773442364
1237648722290540656,star_forming,0.07359832199608127,0.019860548682313215,0.17442437720088522,1.7124676643073924,1.3751144463366258,1.9863042379564846,8.823592224960482,8.783042871828426,8.85033000376222,1.5158904770187658,1.204817528290163,1.8679023950777895,9.725195942445843,5.395721093471661,13.44987791402968
1237648722292048086,star_forming,0.42127074143347654,0.36233735145658835,0.45997301419443837,4.40520880045818,4.062955375984051,5.110848913740323,10.068849546198694,10.052864547671486,10.112839247035437,1.0437844515930363,0.9707183299431104,1.135817865377321,1.0665542298468529,0.9774754074530144,1.2679588363292285
1237650797293535398,star_forming,1.5035311108575073,1.3892302448354437,1.613274430070225,3.8787774548319973,2.9370502555282783,5.187558067125466,11.146429310741576,11.092277489113021,11.206145825618133,0.17919098745260115,0.13409461707631465,0.2405750842165326,11.770434342091047,8.289544336107753,14.089092781208715
1237654671349448806,star_forming,0.8631571274900404,0.7575341356534729,0.9206519985100365,3.923964062714374,3.247022864783507,5.063188568276138,9.941352796019913,9.900289182428919,10.004512536797009,0.2087975546298615,0.17692739164432078,0.2729751092514365,1.8748164899672535,1.541547134997723,2.5648777174838773
1237650796220055691,star_forming,0.6031889595238291,0.5749965456730185,0.6333638942719604,10.512507620419512,9.561937730565173,12.017422069788896,11.243222809944307,11.223326572607892,11.277726321282227,1.7335397972818414,1.5460957345774728,1.968936922211502,0.9172831632809044,0.5339182360893913,1.2452014586712616
1237651752923365514,star_forming,0.8208037401089578,0.541830603397234,1.055534771487293,4.471973431986903,2.571623503415251,7.961125400224771,9.814823172186593,9.704108087863005,9.948177157871122,0.3424130935279697,0.18021580649576252,0.5282416502656913,9.865498875775664,5.442651573220381,13.25946486123108
1237651801234211006,star_forming,1.5073023980062026,1.4280925738688968,1.5605101451230103,0.3545486498994361,0.3013666779060062,0.44366063867393774,10.256887928602605,10.228308161626494,10.299571498595885,0.5785418385063527,0.4648215476838113,0.7530573066175589,9.98487780809434,5.354114375086824,13.360160674556239
1237651801771016391,star_forming,0.1272805288540258,0.09852706541461091,0.15702344625300743,12.385599521694743,11.874760817341832,12.782185011060012,11.21543621685574,11.198297450025827,11.221621247550162,0.7700339785176116,0.7205816283445989,0.8238643696677658,0.509413958184415,0.23939144815916885,0.875058926265038
1237654669202686133,star_forming,0.8608559166049998,0.6786984558889579,1.04151004088422,3.4367789573072196,2.2391216458332663,5.356859349062772,10.270460248714118,10.194988098398266,10.363479732316822,0.4205966135275436,0.2174973498700834,0.7457172642710692,10.83076024599789,6.845147405777761,13.658217905421422
1237654669202686094,star_forming,0.18167248036631964,0.10011991746890267,0.28591897880043204,9.239973251345429,6.809216851371604,10.764179856954154,11.371136547506033,11.289758234773569,11.40682247197228,1.2644957468453564,0.8655892428022738,1.7010687316893582,0.7836765783558717,0.37046062034308225,1.2252871357707626
1237651800696815647,star_forming,1.064203918194951,0.9626422100632563,1.1760736903304652,9.478665547646301,6.861574927329776,11.51333935936051,10.979194214137035,10.913508001183201,11.015066184443837,0.12888034538421778,0.1083312912791446,0.16969034811742184,5.474447323193796,3.518049353508157,8.303577040879942
1237651800696750245,star_forming,0.7518149256562722,0.6380003506410926,0.8647596559126618,8.977332473495373,6.587169196413062,10.930279000270335,11.197537612588722,11.134201698119439,11.23665329966199,0.1369111535214712,0.11109019879241944,0.18646008770553835,3.6367180365080944,2.451939818020727,5.214637871806537
1237651752385642628,star_forming,1.2547342531816992,1.1388022615963695,1.395184036576827,8.635117102773727,6.128147457710312,10.764422383872432,10.95111600091827,10.875836989015918,11.004082853449901,0.20495884828608124,0.14963313061394687,0.27407541145044084,10.774453588916817,7.548172637716994,13.661296688129088
1237650795683250403,star_forming,1.1732202755280106,1.1022091666651221,1.2447747731578644,9.879377014598976,7.4009590339219224,11.26995692594247,11.49759307723264,11.436562073311537,11.52381220447173,0.13007087237851966,0.10892254665324305,0.16365274084813533,3.5223679234830056,2.5259530200098967,4.293513279740118
1237654669198688303,star_forming,0.8818950918913588,0.7021354392466456,1.0319536618831429,3.935696130762689,2.697764307601582,5.858384152249535,10.42053086613494,10.352348115985167,10.49672840764293,0.11407022251546754,0.10330579990011733,0.13774677024148685,9.354966827494083,5.128753309855906,13.055409440387905
1237654668665552979,star_forming,0.6103105404328719,0.43372772037884716,0.7207068601820631,9.35417255596951,6.074857008702222,10.640644366944986,11.554949296184924,11.468970942796266,11.58949492976682,0.33054967660611434,0.22711607572707124,0.7294342085752491,0.837275358365622,0.4550997439762354,1.2039718020578567
1237654668665552973,star_forming,1.3578224946221593,1.2049682748008035,1.481517136130812,2.215076329261743,1.6899538954032618,3.1250141434143366,10.970072335199898,10.924512371921079,11.034424152562126,0.7019654021999926,0.5498715410376148,0.8503436160875246,10.294892020127694,5.8662790740403,13.759028026046053
1237654671348990099,star_forming,0.5325670458849675,0.35931935898528394,0.6573158386035536,5.09181458053027,3.6674492605392186,7.219084799065422,9.356755035885687,9.281531726718573,9.439960983868126,0.2584120439384242,0.16205494989815103,0.3808599058454329,10.0285904414215,6.0785146499129645,13.682123432858056
1237648721217192199,star_forming,1.307785350089303,1.1889720703528481,1.4355147327941857,4.032481966849051,2.963142704110697,5.174187152141468,10.42868431325747,10.367124241040676,10.483687126380255,0.15911271737238852,0.11417116970532339,0.2846875089220684,11.364803974101957,7.940854231215628,13.82324175327207
1237648721216143430,star_forming,1.3020623686929682,1.1686635211420282,1.435624620927349,4.914941102603412,3.4526429654035886,6.664341347267528,10.99273491101681,10.924726050024596,11.058170551359133,0.15344593559844089,0.11605723863409863,0.21040847487578912,11.30100870314968,7.783145996837789,13.885171387279229
1237648720143057136,star_forming,0.5965808414868088,0.41212382900443767,0.8055781281783289,8.110036629307242,5.505568803912309,10.405271301020376,11.591961983017864,11.505308352452571,11.65053431550133,0.7422190618716019,0.42629548105597315,1.3962909513546047,1.63186317889343,1.0265453893607792,2.1810730328988024
1237648720143057124,star_forming,1.3973003921138747,1.2258101630719827,1.5748432281445497,1.3615211923930923,0.9454795244129689,1.9577511887035688,10.004200683795702,9.968723280885522,10.058883704147771,0.47909157137009184,0.4023401431384837,0.5792243818395568,10.533427239287304,6.95287240485522,13.743955425077536
