objid,ra,dec,petroRad_r,z,class,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,snMedian,low_z
1237650795682791595,145.344221068893,-0.368491252474326,4.226458,0.2048142,GALAXY,21.42509,19.10565,17.75065,17.23396,16.86002,0.2083305,0.01512252,0.007637492,0.007006714,0.01681474,10.78614,False
1237650795682791578,145.320616349633,-0.252866543544807,5.21541,0.05195406,GALAXY,18.5717,17.26836,16.64364,16.27038,16.01363,0.02338837,0.004835564,0.004173513,0.004193502,0.009952772,19.70372,True
1237650795682726146,145.207765410973,-0.322116790771252,3.771091,0.1223888,GALAXY,20.84183,18.68631,17.61187,17.14316,16.75629,0.1286027,0.01136588,0.007087921,0.006714033,0.01577775,12.02684,False
1237650795147165945,148.266866057465,-0.78331699188777,4.600554,0.08944994,GALAXY,19.91719,17.87196,16.89435,16.43844,16.0946,0.07916228,0.007761132,0.005364427,0.004956265,0.01074179,16.38975,True
1237650795147165899,148.237680975064,-0.79196717766555,6.192253,0.08978136,GALAXY,18.69999,16.62315,15.6226,15.17109,14.8086,0.03224436,0.004016125,0.003002918,0.00284425,0.004997637,31.98139,True
1237657857146421452,178.581252293205,52.6946080122744,5.014575,0.06297518,GALAXY,18.90999,16.96147,16.04751,15.60809,15.2903,0.03097287,0.004164446,0.003353924,0.003387926,0.006846816,26.461,True
1237650795146248369,146.135558007023,-0.682184639025534,6.809725,0.2038409,GALAXY,20.9428,18.83879,17.42058,16.89688,16.53188,0.1785519,0.01431321,0.007051664,0.006192666,0.01395019,12.59272,False
1237650795145855144,145.160444001272,-0.655478441976187,4.217083,0.1504413,GALAXY,19.50241,18.16912,17.31933,16.86168,16.58155,0.05087733,0.008788946,0.006534666,0.005998393,0.01418547,11.65461,False
1237650794609246448,145.846638937635,-1.18679819746268,3.927822,0.141718,GALAXY,20.58157,18.46743,17.45708,17.003,16.67369,0.116727,0.01085191,0.006933677,0.006655493,0.0153905,11.38567,False
1237650794609246410,145.804747682703,-1.18404452605677,6.894497,0.1457377,GALAXY,20.12447,18.18899,17.04119,16.56453,16.18367,0.09913789,0.01056361,0.00615828,0.005818629,0.01293749,10.68813,False
1237648722835669095,166.969725200992,1.22803618886566,3.298401,0.07441805,GALAXY,20.01284,18.22869,17.38946,16.96876,16.67006,0.05722504,0.00742633,0.005789176,0.006020207,0.01393444,14.65366,True
1237654669202423936,158.490518794438,-0.732594526574641,7.279672,0.152541,GALAXY,20.45033,18.25624,17.01987,16.49812,16.15567,0.1552228,0.01143063,0.006343192,0.006035189,0.01404411,12.29761,False
1237654669202423925,158.470737344154,-0.716584540632425,5.128949,0.1154891,GALAXY,20.07865,18.06633,16.95125,16.48502,16.08778,0.1059968,0.009678703,0.005904406,0.005810357,0.01281093,13.59416,False
1237654669200326842,153.644511379216,-0.830555703572163,6.109596,0.0465611,GALAXY,18.94822,17.10645,16.24767,15.83736,15.52149,0.04878895,0.005603802,0.004218826,0.004301057,0.009391823,17.42566,True
1237654669200326820,153.62339589668,-0.807191862953614,4.033692,0.04153075,GALAXY,19.13279,17.2263,16.43207,16.06178,15.78975,0.04435374,0.005282098,0.004176527,0.004308563,0.009257142,21.55953,True
1237654669200261238,153.456902756154,-0.820859035585539,4.403253,0.1927717,GALAXY,20.54609,18.68936,17.37229,16.88112,16.53593,0.1367304,0.01296774,0.006881073,0.006702654,0.01542367,12.37362,False
1237654669198688303,149.915646853323,-0.784806154495703,5.003089,0.09454266,GALAXY,18.99287,17.72935,17.23184,16.91195,16.80382,0.04567317,0.007835081,0.00715166,0.007868272,0.02356964,12.04084,True
1237654668666077422,159.699728296667,-1.17168961146142,5.747736,0.1397965,GALAXY,20.39561,18.43253,17.38823,16.91557,16.57448,0.1217291,0.01151978,0.007201632,0.007204772,0.01806297,16.32497,False
1237654668666077398,159.703569368392,-1.14297481691837,3.193332,0.1247547,GALAXY,21.2317,18.70803,17.6354,17.17273,16.81816,0.1874834,0.01158597,0.007217248,0.007082098,0.01627475,19.82221,False
1237654668666077363,159.667463156937,-1.21319478655852,4.045173,0.03940077,GALAXY,20.12948,18.21001,17.43377,17.03568,16.80547,0.08741528,0.009384307,0.007069085,0.007314109,0.01925598,19.73528,True
1237654668666077320,159.622725565842,-1.21687872476233,7.987702,0.1381717,GALAXY,19.97275,17.69273,16.53271,16.04304,15.67977,0.1150494,0.008777684,0.005172173,0.005076632,0.01153817,24.84076,False
1237654668666011810,159.576597457376,-1.21043464526264,3.934622,0.1376868,GALAXY,20.71858,18.67954,17.58122,17.09242,16.72011,0.1514364,0.01320494,0.007944486,0.007906283,0.01867532,15.53783,False
1237654668665815258,159.126974589043,-1.05499753064591,5.954689,0.150111,GALAXY,19.43792,18.36656,17.65519,17.27795,17.03039,0.06225822,0.01217482,0.009663635,0.01060995,0.03101751,10.98815,False
1237654668665749684,158.931465313438,-1.22075451522396,5.020091,0.1428779,GALAXY,19.88001,18.28376,17.35731,16.86029,16.51656,0.09409861,0.01197034,0.00795765,0.007895036,0.02038292,14.35914,False
1237654668665749618,158.912493023736,-1.10040990410413,5.250922,0.1292931,GALAXY,19.4403,18.06635,17.24171,16.83443,16.56427,0.0565035,0.009106687,0.006622314,0.00691693,0.01903078,16.49644,False
1237654669739819130,159.611616992664,-0.415162087483363,5.332698,0.09673434,GALAXY,19.68663,18.00379,17.11114,16.67557,16.33578,0.0691816,0.008231569,0.006034995,0.006093705,0.01639076,20.05009,True
1237654668665552979,158.410964967438,-1.19980540368853,5.055577,0.1529721,GALAXY,20.54289,18.47346,17.32762,16.82549,16.45893,0.1382732,0.01182573,0.006628135,0.006492373,0.01523079,11.75167,False
1237654668665552973,158.394911661141,-1.06789009881402,3.718387,0.1528445,GALAXY,18.90632,17.78841,17.13983,16.73232,16.48869,0.0301302,0.006765868,0.005473945,0.005639954,0.0145577,14.53918,False
1237654668662014267,150.438931979979,-1.18274462329096,3.954551,0.0661617,GALAXY,19.36083,17.83278,17.12301,16.71772,16.43052,0.05260733,0.006938156,0.005421646,0.005589928,0.01387482,13.31018,True
1237654668662014173,150.338975892471,-1.23246532859269,4.333774,0.1362129,GALAXY,19.97064,18.26441,17.30664,16.85193,16.49932,0.0862179,0.01064371,0.006923188,0.006935633,0.01701712,11.68858,False
1237654606400389335,162.137432691471,5.24775987167448,4.121364,0.1504142,GALAXY,20.41486,18.56664,17.42073,16.93908,16.58503,0.08782644,0.01056385,0.006217643,0.006021974,0.0117484,12.86065,False
1237654606400258207,161.864037931093,5.42566309762333,5.205842,0.068847,GALAXY,19.23416,17.54659,16.73201,16.33299,16.01557,0.04835942,0.006850534,0.005029629,0.005060701,0.0102834,14.83491,True
1237654606400192617,161.71400645582,5.3397584320915,3.03835,0.1031835,GALAXY,19.92649,18.0186,17.05251,16.62462,16.30496,0.05626737,0.007221368,0.004922158,0.004868202,0.009333014,19.55021,False
1237654670809366712,150.082246301138,0.478241395238519,6.574957,0.04612698,GALAXY,19.10423,17.16132,16.30281,15.9053,15.58502,0.04575685,0.005359011,0.004029165,0.004213708,0.008711987,25.49426,True
1237654670809366725,150.105272463825,0.498091942384777,5.153971,0.1068543,GALAXY,19.01855,17.60748,16.83531,16.42863,16.12683,0.03917401,0.006635697,0.005116194,0.005414777,0.01202534,19.01407,False
1237654606397898956,156.37493708662,5.19854872849395,3.548755,0.1555793,GALAXY,20.28702,18.6531,17.50725,17.00228,16.614,0.07828102,0.01103129,0.006416149,0.006073051,0.0116107,12.22673,False
1237654606397898936,156.368220773568,5.03993575779216,7.24704,0.1568855,GALAXY,19.76591,17.45756,16.22604,15.74589,15.37982,0.09122288,0.007565434,0.004268729,0.004087903,0.007746635,16.65664,False
1237654606397833582,156.318909850557,5.08370477400584,9.223458,0.1551684,GALAXY,19.96659,17.8346,16.66682,16.19005,15.83846,0.09669434,0.009141838,0.005204434,0.005028402,0.009982839,14.06512,False
1237654606397833546,156.266301279582,5.07133767709647,9.415983,0.1249436,GALAXY,19.39347,17.39643,16.30617,15.83009,15.44951,0.06100179,0.006880816,0.004267974,0.004150609,0.007731295,16.02326,False
1237654671348990099,156.313167940405,0.892645068252386,8.248253,0.02274756,GALAXY,18.03472,16.97347,16.56201,16.34332,16.16053,0.02968439,0.005076732,0.005080213,0.006184143,0.01773763,14.00434,True
1237654605863583885,162.281154830024,4.94069429276773,10.22534,0.05525478,GALAXY,18.2629,16.38346,15.53824,15.11344,14.81205,0.02514531,0.003634125,0.002955671,0.002864877,0.005751049,29.16963,True
1237654605863583845,162.236355580285,4.88789867837936,8.11602,0.03412193,GALAXY,18.86914,17.37008,16.61395,16.22083,15.91566,0.03925292,0.009735518,0.005682338,0.007899065,0.02250232,11.55398,True
1237654605863518430,162.11362605482,4.87833887566179,4.295618,0.07179237,GALAXY,19.49433,17.48808,16.58508,16.15347,15.83511,0.04303752,0.005355082,0.004067646,0.003871928,0.00812143,23.74374,True
1237654605863518421,162.113951163832,4.82549616264235,14.58843,0.03404892,GALAXY,17.40107,16.02987,15.42346,15.0789,14.85096,0.02087986,0.003710102,0.003291567,0.003305147,0.008751134,14.65194,True
1237654605863518327,162.206736047444,4.98531733726289,7.298462,0.07160636,GALAXY,18.85282,17.51748,16.97115,16.62173,16.40026,0.03676406,0.006352114,0.005730338,0.005744563,0.01682749,11.66972,True
1237654605863518311,162.201671097457,4.94214631905342,3.481825,0.07188682,GALAXY,19.71196,17.91737,17.08313,16.67844,16.39514,0.04778348,0.006551739,0.005016998,0.004842752,0.0111372,19.06009,True
1237654605863452999,162.037049562043,4.96545600253329,10.59282,0.0719472,GALAXY,18.25363,16.25888,15.35043,14.91711,14.63642,0.02789659,0.003612267,0.002834739,0.002716647,0.005510692,30.78045,True
1237657627916763200,178.196045797265,51.2246174846933,3.312215,0.1315384,GALAXY,20.42473,18.67013,17.63184,17.16414,16.80412,0.0881278,0.01074512,0.006901552,0.006661627,0.01436356,11.00599,False
1237657627916697715,178.132630133424,51.21827731395,4.914464,0.06852865,GALAXY,18.82123,17.74173,17.40475,17.16528,17.02189,0.02964672,0.00667569,0.006866541,0.007710327,0.021407,11.16585,True
1237657627916632182,177.832318322448,51.0794998180758,4.903066,0.1849359,GALAXY,20.44714,18.46606,17.22408,16.74356,16.39874,0.09932598,0.01040943,0.005854019,0.005591257,0.01220699,13.14821,False
1237657627916632146,177.747324317006,51.0726497518191,5.210132,0.1286983,GALAXY,20.0565,17.92665,16.86667,16.40749,16.07713,0.08278651,0.007967985,0.005110098,0.004952787,0.01072945,15.83074,False
1237657857683161199,177.999330626886,53.1115063675362,3.015126,0.07894008,GALAXY,20.46893,18.54823,17.56742,17.08152,16.72628,0.08121164,0.009227652,0.006361395,0.00662399,0.01354904,12.20979,True
1237656243311280401,340.410480642002,14.697646332676,7.800163,0.08442838,GALAXY,18.01366,16.40132,15.58519,15.15109,14.87185,0.02537586,0.004005576,0.003136723,0.003168383,0.006388427,23.91621,True
1237656243311280315,340.351585235495,14.7243345105829,7.361719,0.07928573,GALAXY,19.26675,17.34484,16.45286,16.00873,15.67564,0.06631219,0.00675377,0.004775564,0.004853462,0.01068068,14.94263,True
1237656243311280311,340.359476279301,14.6346042146175,4.230524,0.1147127,GALAXY,19.59571,17.7554,16.83001,16.4112,16.07337,0.05083315,0.006374457,0.004509148,0.004585464,0.009385794,20.89433,False
1237656243311280288,340.328229570501,14.7456264807012,5.298295,0.07914302,GALAXY,18.83266,17.002,16.06036,15.62061,15.27891,0.03232398,0.004497332,0.003343334,0.003358299,0.006198992,27.05334,True
1237656242237669590,340.736070306434,13.9466589977143,3.927811,0.08910658,GALAXY,19.01964,17.72121,17.15907,16.81315,16.62068,0.03141131,0.005812832,0.005043729,0.005140766,0.0147167,17.15313,True
1237656242237604281,340.680363203257,13.9186549190221,7.669736,0.08342656,GALAXY,19.61841,17.68026,16.64335,16.15854,15.7616,0.06159347,0.006777217,0.004605185,0.004379004,0.01005286,18.55363,True
1237656242237604141,340.590486477061,13.9329208842852,3.31543,0.09050114,GALAXY,20.29336,18.19749,17.21128,16.77354,16.42305,0.07007888,0.007440845,0.00519814,0.005085073,0.0115661,18.77617,True
1237656242237473024,340.287233056265,13.9226088331494,3.274735,0.0989263,GALAXY,20.21931,18.40372,17.34718,16.88355,16.46748,0.06753777,0.008396138,0.005587889,0.005371972,0.01213718,16.45275,True
1237654671349252233,156.967399404701,0.853367848461708,6.676095,0.08964867,GALAXY,18.92145,17.09098,16.19124,15.67278,15.33513,0.05304822,0.005728646,0.004270507,0.004213544,0.009263223,16.73063,True
1237654670812184782,156.556422364946,0.46765045655001,3.716363,0.09687928,GALAXY,20.14936,18.32426,17.33556,16.79833,16.52596,0.09212245,0.009952412,0.006590609,0.006565334,0.01544032,11.8846,True
1237654670809301181,149.915987315034,0.447314082447745,3.112743,0.1597646,GALAXY,20.95854,18.80348,17.62841,17.15035,16.82374,0.1520138,0.01222897,0.007118106,0.007233509,0.01647338,13.69649,False
1237654670275379362,156.687623995179,0.0845586071478791,4.035392,0.09603637,GALAXY,19.95576,18.12362,17.18412,16.73159,16.43203,0.07256388,0.00777094,0.005596448,0.005588809,0.01513241,13.41866,True
1237654670275313821,156.5396476965,0.0205378359198098,3.271131,0.1469988,GALAXY,20.97358,18.61009,17.41576,16.8735,16.44477,0.1699283,0.01063608,0.006417127,0.006069227,0.01452148,12.96596,False
1237654606402355477,166.658842858372,5.4928208298358,6.612604,0.1567757,GALAXY,19.55606,18.12468,17.25412,16.83079,16.53229,0.05999527,0.009731379,0.006935994,0.006856105,0.01459451,13.58704,False
1237654606402289803,166.568998760831,5.39887431084608,4.423553,0.1894133,GALAXY,19.90207,18.16045,17.04914,16.57437,16.25014,0.07507283,0.009595591,0.00581656,0.005539135,0.01119181,18.93467,False
1237654606402289768,166.520768572321,5.52835306250961,5.958478,0.07503679,GALAXY,18.50112,16.52104,15.55747,15.11294,14.76733,0.02655201,0.003794756,0.002852766,0.00280556,0.00457855,40.87038,True
1237648722835669008,167.002445114567,1.20092328522237,4.665055,0.1387028,GALAXY,19.778,17.71346,16.5973,16.11117,15.71502,0.06337457,0.006429803,0.00436227,0.004368515,0.008886255,18.44036,False
1237657858220032050,177.825029252344,53.429882582485,3.146116,0.05245183,GALAXY,19.14817,17.815,17.31017,17.04178,16.8723,0.03063316,0.005539605,0.005180124,0.00595717,0.014999,15.91998,True
1237648722827346177,148.015811899036,1.1484200396361,3.302843,0.06410416,GALAXY,19.53428,17.69969,16.82242,16.41954,16.08924,0.04524247,0.005976235,0.004459863,0.004582548,0.009575018,20.94654,True
1237648722827215020,147.709148160534,1.14823390281402,7.446817,0.06144949,GALAXY,18.30998,16.39885,15.44522,15.02465,14.67003,0.02896912,0.003918323,0.002937604,0.00301856,0.005637354,28.89934,True
1237648722290344133,147.728942398481,0.769706786727907,3.896558,0.09342141,GALAXY,19.49921,17.47877,16.48082,16.02574,15.6892,0.04358594,0.005640689,0.003948699,0.004020876,0.007602619,21.55394,True
1237648722290344109,147.700498175529,0.82955972053438,4.838325,0.1420789,GALAXY,19.76191,17.82091,16.73601,16.27298,15.9029,0.0592948,0.007309713,0.004666094,0.004757977,0.009463783,19.80429,False
1237648722290344082,147.671011225534,0.667272793474115,4.022226,0.08665648,GALAXY,19.23989,18.14667,17.70473,17.36212,17.27708,0.04002436,0.008291646,0.007732128,0.008784259,0.02526077,10.09088,True
1237648722290278627,147.56857786828,0.706088740541472,3.85356,0.2205509,GALAXY,19.83328,18.49483,17.4963,17.03184,16.75129,0.06170535,0.01135622,0.007243576,0.007533885,0.01749463,11.11584,False
1237648722290278576,147.500039287053,0.644921446082602,3.900297,0.09785258,GALAXY,19.63676,18.09502,17.44678,17.07461,16.7957,0.05098743,0.008388248,0.006483867,0.007199165,0.01703703,11.36135,True
1237648721753538850,147.895255988866,0.255656057398816,4.661143,0.08539967,GALAXY,18.96667,16.99418,16.01497,15.57269,15.20947,0.03327405,0.004495435,0.003371471,0.003360535,0.006821906,28.42084,True
1237648721753538824,147.864590042975,0.255910736865939,11.17563,0.0858379,GALAXY,19.01005,17.4565,16.64985,16.12796,15.78517,0.04888992,0.008047611,0.005733361,0.005462713,0.01414996,11.42953,True
1237648721217192199,149.062686383358,-0.0291918022548227,4.797688,0.06383968,GALAXY,18.56549,17.29849,16.68588,16.31239,16.0597,0.02293179,0.005275187,0.004397443,0.00453552,0.01086332,20.63968,True
1237648721217126706,148.954835044029,-0.0020868674363978,3.945568,0.1248562,GALAXY,19.46765,18.27505,17.58648,17.20614,16.94212,0.04324484,0.008454387,0.006652817,0.00695253,0.01955678,11.39415,False
1237648721217126671,148.953647247778,-0.0971220092440175,15.14887,0.08395238,GALAXY,17.5752,15.60245,14.63883,14.21344,13.85449,0.01817757,0.002866759,0.002245154,0.002264056,0.004082188,37.90376,True
1237648721217126584,148.856648736504,-0.059143833405223,6.043086,0.08821983,GALAXY,19.4167,17.41965,16.4329,15.99358,15.60899,0.05176382,0.00616291,0.004200361,0.004214012,0.00925081,19.31353,True
1237648721217061098,148.84253281479,-0.0440964206188018,4.106896,0.08525094,GALAXY,19.98429,17.96647,16.94775,16.46749,16.06803,0.06267994,0.007335493,0.004905667,0.004815793,0.0103882,17.37746,True
1237648721217061052,148.791662000458,-0.0210107386481626,6.302457,0.08521271,GALAXY,19.68263,18.07706,17.21296,16.71471,16.35929,0.06084525,0.008997534,0.006313406,0.006128484,0.01563212,10.08324,True
1237648721217061050,148.775584930954,-0.141190273627364,3.188982,0.07679157,GALAXY,20.00356,18.01243,17.08386,16.64997,16.34101,0.05375536,0.006912462,0.004915013,0.0048922,0.01107809,19.18866,True
1237648721216143430,146.603616489947,-0.191463034874475,6.039515,0.1215208,GALAXY,18.91808,17.66467,16.97991,16.55797,16.32081,0.03720893,0.00701521,0.005620629,0.005737987,0.01629059,13.14614,False
1237648721215553734,145.344331276238,-0.0169288795522361,4.895992,0.09103485,GALAXY,20.19724,18.13454,17.1548,16.69691,16.33321,0.07827568,0.008496789,0.005613471,0.005618821,0.01304199,15.76498,True
1237648721215488183,145.219041343235,-0.186176581174114,3.607838,0.1235886,GALAXY,20.66997,18.50411,17.387,16.91326,16.5622,0.1059021,0.009820554,0.005958388,0.005871442,0.01362801,13.26447,False
1237648720680321231,149.043837639041,-0.62280948885766,7.723313,0.09358854,GALAXY,19.05885,17.69846,17.00149,16.59719,16.30994,0.04587753,0.008150524,0.006579595,0.006489556,0.01651379,11.37811,True
1237648720680321224,149.019761632542,-0.596428546241601,5.101101,0.08421674,GALAXY,18.85496,16.8428,15.86345,15.41568,15.05105,0.03219287,0.004374365,0.003229311,0.003116032,0.005671937,28.59773,True
1237648720678617276,145.224842086621,-0.548026396358345,3.365402,0.1296703,GALAXY,20.51562,18.65493,17.66912,17.213,16.83003,0.08870713,0.01006654,0.006642035,0.006322799,0.01417533,13.47621,False
1237648720143122623,148.394539945078,-0.887741520902375,5.550414,0.13728,GALAXY,19.95461,17.92927,16.84707,16.32904,15.91534,0.09189916,0.009660141,0.005818225,0.005617583,0.0119505,13.47603,False
1237648720143122615,148.384960043677,-0.941452431840223,3.816362,0.08325355,GALAXY,19.76841,17.84013,16.91057,16.48621,16.16002,0.04872482,0.006600621,0.004660123,0.004681187,0.009618483,21.18382,True
1237648720143057136,148.121562041614,-1.03202593983416,5.657009,0.1621596,GALAXY,20.06697,18.39047,17.26628,16.76237,16.36821,0.09381698,0.0126085,0.007276673,0.007054551,0.01660001,10.54067,False
1237648720143057124,148.24549709385,-0.97317727266648,5.86706,0.04863385,GALAXY,18.06462,16.90013,16.40897,16.08534,15.8518,0.01702864,0.004414736,0.003979539,0.004209524,0.009642074,20.48939,True
1237648720143057118,148.232122708011,-0.863635756069868,3.287077,0.1460121,GALAXY,20.6585,18.83451,17.73832,17.29995,16.92471,0.09473749,0.01178365,0.007115035,0.007121073,0.01601986,11.24089,False
1237654880736575640,213.880542043203,4.69635337401201,4.337302,0.1005643,GALAXY,20.0457,18.39,17.49224,17.0472,16.68591,0.07993239,0.009677667,0.006796014,0.006414746,0.01654195,10.53689,False
1237654880736510147,213.842735536381,4.66315449841011,3.394693,0.08010486,GALAXY,19.47127,17.78634,16.93771,16.52772,16.2175,0.04684371,0.006386269,0.00478741,0.004606088,0.0109699,17.83641,True
1237654880736510108,213.793455598962,4.63727471140812,3.571091,0.08481406,GALAXY,20.21554,18.2676,17.36025,16.9481,16.62234,0.0783578,0.008139494,0.005760042,0.005540987,0.01361435,15.41441,True
1237654880736444577,213.616803108435,4.71695035735485,3.991235,0.1186485,GALAXY,18.30624,16.94865,16.37751,15.94158,15.76762,0.02118245,0.004253792,0.003786687,0.003650135,0.008423655,24.39911,False
1237654880736313502,213.329220614375,4.77545308437524,5.041245,0.1586599,GALAXY,19.56194,17.68413,16.56862,16.12484,15.8147,0.06054298,0.006581646,0.004320342,0.004106681,0.009665298,18.55478,False
1237654880736313461,213.28176557685,4.62636877590021,4.008915,0.1152178,GALAXY,20.49229,18.58461,17.55408,17.0896,16.72665,0.1071078,0.01017837,0.00667877,0.006227743,0.015682,11.65895,False
1237654880200097932,214.76584290543,4.23522752255121,3.487731,0.09427974,GALAXY,18.59872,17.76386,17.54902,17.31171,17.2577,0.02255114,0.005853334,0.006093326,0.006595873,0.02121915,15.65232,True
1237654880200032430,214.718374650799,4.19803263255364,8.121433,0.08617876,GALAXY,22.80914,17.32356,16.55804,16.13985,15.81084,1.428499,0.00614647,0.004784882,0.004648797,0.01121503,12.14512,True
1237654880200032368,214.636899688087,4.30789887161798,7.747335,0.09436764,GALAXY,18.54251,17.42233,16.85166,16.52022,16.3279,0.0394542,0.007398203,0.00634456,0.006545219,0.01925831,11.12492,True
1237654880200032353,214.620941793856,4.32496530125522,6.659245,0.1088909,GALAXY,18.35865,16.98475,16.24468,15.82373,15.52604,0.0314078,0.00530875,0.004173655,0.004048443,0.009589628,17.86674,False
1237654880199966846,214.489911047218,4.23465433256205,3.105533,0.05573496,GALAXY,26.13289,18.06187,17.25674,16.87073,16.5757,0.967658,0.007284455,0.005272673,0.005201275,0.01206928,14.38072,True
1237655742403575995,214.227641282848,5.41897427782165,8.261246,0.04885644,GALAXY,19.84798,17.57174,16.70948,16.22787,15.87165,0.08998398,0.00720294,0.00522689,0.005118626,0.01126827,11.99683,True
1237654879663096035,214.493473496001,3.92112995197856,4.026648,0.1080282,GALAXY,20.64288,18.52837,17.50568,17.07646,16.72528,0.1311874,0.01091145,0.00658309,0.006422182,0.01394725,11.12264,False
1237654879126487187,215.133446848886,3.46536701300765,10.09606,0.07792266,GALAXY,18.67325,17.03994,16.16889,15.77844,15.51108,0.04465055,0.006029048,0.004218142,0.004208185,0.01005695,13.53574,True
1237654879126487149,215.067823334032,3.34677318162931,3.894788,0.1065668,GALAXY,19.1679,17.99622,17.43836,17.04331,16.84688,0.03417712,0.007185288,0.006045297,0.005891643,0.01493874,13.27361,False
1237654879126421680,214.950118540106,3.34309714211862,3.365293,0.1084996,GALAXY,20.14907,18.28017,17.31027,16.87567,16.52384,0.07019354,0.008600839,0.005583264,0.005376603,0.01144706,16.47498,False
1237654879126290507,214.585931720931,3.4210663508481,6.102071,0.125623,GALAXY,20.09497,18.1286,17.02468,16.55512,16.1778,0.09479208,0.009576272,0.005587716,0.005325403,0.01161639,14.43221,False
1237654879126225087,214.53164246521,3.39312207428357,6.332995,0.119387,GALAXY,19.74239,17.87056,16.83318,16.34713,15.92493,0.07175464,0.00842142,0.005101802,0.004813274,0.00989678,13.28188,False
1237654670272626852,150.359016508321,0.0824744231042036,6.058174,0.03266715,GALAXY,19.30362,17.86611,17.16763,16.75053,16.40685,0.05585765,0.007829344,0.006611555,0.006737836,0.01886627,11.35669,True
1237654670272561365,150.256454881312,0.038280957071212,6.586837,0.08735064,GALAXY,19.27508,17.24085,16.30531,15.86194,15.52949,0.05638393,0.005582877,0.004113838,0.0040886,0.009655538,24.87947,True
1237654670272561361,150.256099076072,0.0215227512879325,4.614252,0.08911609,GALAXY,19.62499,17.55347,16.56845,16.07476,15.70681,0.0649891,0.006199812,0.004412739,0.004266457,0.009734963,23.78469,True
1237654670272561311,150.191282759426,0.0248171543921041,3.590964,0.06203967,GALAXY,18.93451,16.98042,16.07709,15.63448,15.32538,0.03475435,0.004415725,0.003502744,0.003465109,0.007073547,33.07957,True
1237654669737525446,154.412047966949,-0.398935331149303,4.343306,0.09397987,GALAXY,19.68732,17.84255,16.88767,16.45362,16.11738,0.06828786,0.007748115,0.005356776,0.005400471,0.01312486,16.25183,True
1237654669735755916,150.333505333354,-0.369280204719841,5.583401,0.1378106,GALAXY,19.85654,18.17869,17.12444,16.58943,16.18238,0.1032313,0.01143116,0.007220057,0.006765707,0.01722116,10.11266,False
1237654669200457931,153.971423759878,-0.769290744654443,9.489671,0.04417122,GALAXY,18.13445,17.0171,16.5806,16.32308,16.16904,0.0309906,0.00583441,0.005823013,0.007001151,0.02075629,12.15192,True
1237654669198557396,149.675505369187,-0.806251548551031,7.361076,0.08543276,GALAXY,18.9171,17.01009,16.06672,15.62462,15.30685,0.04400281,0.005115298,0.003754585,0.003721333,0.007411742,26.97737,True
1237654669198557348,149.646771283386,-0.83694635488095,11.12053,0.1048315,GALAXY,19.09083,17.03545,16.01718,15.58577,15.2456,0.08110775,0.006967132,0.004584514,0.004641026,0.01058701,18.0524,False
1237654669198557330,149.61643634443,-0.834498946579425,7.230492,0.1038225,GALAXY,19.10159,17.64774,16.87965,16.46183,16.19771,0.06111572,0.008876202,0.006464141,0.006691761,0.01800834,10.41099,False
1237654669198557304,149.591232665665,-0.836484194613383,3.64731,0.1043969,GALAXY,19.8474,17.77923,16.82022,16.42153,16.08418,0.0656612,0.006676289,0.004737859,0.004787231,0.009644695,23.20312,False
1237657595151450451,126.39500860059,39.8360271098649,3.453812,0.029471,GALAXY,18.99705,17.51351,16.86188,16.54533,16.27802,0.03263826,0.005600263,0.004839773,0.004984955,0.01248638,22.46579,True
1237654605863452834,162.049622694742,4.99858148339984,15.70428,0.03429249,GALAXY,16.19416,14.32823,13.46414,13.0272,12.73558,0.009716434,0.002016383,0.00178997,0.001746409,0.002642189,44.56137,True
1237654605863387324,161.931384601558,4.8253186302381,3.572932,0.1545418,GALAXY,20.34089,18.56546,17.44583,16.98864,16.63697,0.0881066,0.01037793,0.006441473,0.005973193,0.01434947,14.06134,False
1237654605863387248,161.796308703497,4.97599185718282,3.202004,0.1033718,GALAXY,19.67447,17.89118,16.94253,16.504,16.14419,0.04798958,0.006540187,0.004767387,0.00454032,0.009637847,20.31046,False
1237654605863321803,161.691829847563,4.81276062924673,7.096195,0.05537228,GALAXY,17.66109,16.07053,15.29463,14.86105,14.51371,0.01626286,0.003243953,0.002763955,0.00267511,0.00482071,32.37735,True
1237654605863321650,161.691374486548,4.87967362114683,3.384515,0.1549739,GALAXY,20.58809,18.76735,17.70476,17.25726,16.95879,0.100055,0.01157376,0.00725763,0.006725417,0.01733363,10.37099,False
1237654605863256212,161.560322364965,4.81135307097008,7.460669,0.09927244,GALAXY,19.21961,17.31143,16.38202,15.95349,15.61296,0.04717259,0.005750117,0.004166538,0.003952365,0.008920298,20.23496,True
1237657118410801317,129.358675156853,39.0413555001821,4.550875,0.1515236,GALAXY,20.28398,18.40881,17.48495,16.99178,16.6306,0.1340501,0.01186894,0.008599618,0.008044221,0.02135734,10.94115,False
1237654605326778588,162.485467246856,4.60241364024265,14.21683,0.1370602,GALAXY,19.16914,17.27912,16.13558,15.67268,15.30291,0.05644874,0.006550783,0.004041124,0.003783096,0.008006182,19.64253,False
