objid,ra,dec,petroRad_r,z,class,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,snMedian,low_z
1237648720142008515,145.821638182128,-0.846601885046273,5.089256,0.06770252,GALAXY,20.05802,18.35321,17.54987,17.15258,16.86671,0.07613668,0.01041044,0.007362394,0.007729872,0.02027678,10.20291,True
1237648720142008580,145.818101273901,-0.878973095843891,5.040677,0.2045784,GALAXY,20.68866,18.55757,17.21298,16.66901,16.32187,0.156786,0.01448036,0.006869894,0.006444947,0.01518092,11.13883,False
1237648720142073942,145.853157594108,-0.997063559085189,3.825139,0.1448017,GALAXY,20.61629,18.63789,17.54523,17.09494,16.7594,0.09903547,0.01131102,0.00669298,0.006630015,0.01533615,13.57714,False
1237648720142073959,145.892309469118,-1.02264988945927,4.531637,0.153699,GALAXY,20.39159,18.22442,17.0139,16.50938,16.11972,0.09698515,0.009496787,0.005328335,0.005128764,0.0110142,16.28147,False
1237648720142270656,146.432797355117,-0.987378009062472,3.590598,0.1404723,GALAXY,20.43741,18.42003,17.31446,16.85592,16.49146,0.08192131,0.009216757,0.005610146,0.005560924,0.01189375,15.94299,False
1237648720142336185,146.51281767756,-0.84578295276744,9.461358,0.06490172,GALAXY,17.37162,16.17903,15.5015,15.05806,14.78616,0.01564752,0.003873545,0.003227174,0.003246894,0.006836015,24.35292,True
1237648720142336237,146.571322012569,-0.957206943582653,8.935108,0.06518305,GALAXY,18.5427,17.0509,16.25521,15.79538,15.45037,0.0293057,0.00538617,0.004148107,0.00415204,0.008886985,16.72298,True
1237648720142401611,146.71420341856,-1.0412749005298,6.802569,0.02122228,GALAXY,17.15123,15.49701,14.67864,14.23418,13.90272,0.01122162,0.002654127,0.002265976,0.002264905,0.003597013,39.04678,True
1237648720678944894,145.874449045454,-0.608755056278409,9.828067,0.07158983,GALAXY,18.19744,16.69651,16.01479,15.6421,15.39185,0.02961626,0.004874988,0.004002074,0.004050142,0.0103491,15.69197,True
1237648721215946942,146.299838928994,-0.119995463758507,11.49119,0.03070351,GALAXY,17.86945,15.94067,14.97828,14.50247,14.08414,0.02741044,0.003861392,0.00283578,0.002809787,0.005552459,26.85927,True
1237648721216012470,146.355772780303,-0.143371261096292,4.081334,0.03073909,GALAXY,19.26396,17.1978,16.1452,15.62739,15.22929,0.03728969,0.004890693,0.003478936,0.003373372,0.006226079,30.57539,True
1237648721216078045,146.46890559991,-0.0928280403032654,19.43667,0.06251308,GALAXY,18.24334,15.90764,14.76567,14.24774,13.84864,0.03803933,0.003762159,0.002529368,0.002462124,0.004748463,30.2524,True
1237648721216340148,147.114591554148,-0.165218456679618,5.58013,0.2040574,GALAXY,20.98722,18.93068,17.52631,16.9907,16.57426,0.1557563,0.01492795,0.00716024,0.006733285,0.01609232,12.26061,False
1237648722289623054,146.020908346966,0.733551670883614,11.13455,0.03617733,GALAXY,17.41963,15.3452,14.35107,13.86729,13.50864,0.01574321,0.002621706,0.002099447,0.002100409,0.003133206,43.43944,True
1237648722291196127,149.723234355671,0.687529259219127,6.313275,0.0928099,GALAXY,19.1329,17.13325,16.15341,15.72236,15.35541,0.03790745,0.005030682,0.003596706,0.003688835,0.006825032,26.78037,True
1237648722294341804,156.808492511597,0.680495209697565,4.967438,0.1780913,GALAXY,19.76463,18.244,17.24188,16.75132,16.341,0.06360468,0.009876074,0.006595537,0.006717079,0.01401256,10.81797,False
1237648722828001501,149.587848876356,1.09311573929049,4.412508,0.1252315,GALAXY,19.52968,17.55491,16.49394,16.0624,15.70407,0.04906774,0.005872034,0.004010917,0.004073554,0.008019435,23.24888,False
1237648722831343722,157.120617358163,1.24986386241418,6.791614,0.02231555,GALAXY,18.16587,17.09403,16.67676,16.44368,16.25431,0.02111245,0.005172913,0.005029314,0.005812761,0.01450125,12.67784,True
1237648722831409199,157.375395832283,1.06004715475755,5.323472,0.02852034,GALAXY,17.49069,16.49554,16.02676,15.79563,15.6379,0.01241352,0.003617587,0.00336934,0.003696245,0.007993946,24.53307,True
1237650795146379400,146.360351015129,-0.816688562091616,3.100863,0.1274091,GALAXY,20.11011,18.29478,17.22196,16.76631,16.4086,0.06380247,0.007927127,0.005297996,0.004888127,0.009945044,18.07348,False
1237650795683250311,146.352081032659,-0.332714228931448,3.717609,0.05217639,GALAXY,18.7357,17.24859,16.49056,16.0216,15.72145,0.02252098,0.004463417,0.003662524,0.003515262,0.007110303,27.82041,True
1237650795683250319,146.365416186714,-0.343545399581245,5.046671,0.05248393,GALAXY,19.38741,17.59897,16.71058,16.18564,15.8368,0.04885488,0.006436101,0.004754985,0.004392051,0.009671335,18.80396,True
1237650795683250326,146.373795889743,-0.368444419082652,9.92126,0.05290708,GALAXY,19.39033,17.22124,16.25918,15.72034,15.37339,0.06188376,0.005826516,0.004112827,0.003806127,0.008013509,18.81373,True
1237650795683250349,146.381392930289,-0.386506983977315,6.47462,0.05260282,GALAXY,20.80243,18.26689,17.22573,16.67334,16.22806,0.1657309,0.009502374,0.006211844,0.005613827,0.01259209,11.84145,True
1237650796219859159,145.836878251523,0.00290962800514681,4.332783,0.1294907,GALAXY,20.09671,18.32299,17.23985,16.76503,16.34704,0.07985916,0.009659029,0.006252838,0.005841484,0.01405871,14.21122,False
1237650796220055738,146.300865259767,0.0354782948125222,4.627979,0.021758,GALAXY,17.80842,16.67454,16.06488,15.77567,15.53736,0.01340442,0.003587681,0.003230524,0.003287345,0.007326534,29.20834,True
1237651752384856377,146.13154382869,0.841162725075002,6.465509,0.1224185,GALAXY,20.50978,17.8382,16.84991,16.375,16.02099,0.2596637,0.01144497,0.007474356,0.007356404,0.0189123,11.00474,False
1237651752384921745,146.1597679618,0.840692804265108,6.993592,0.1221189,GALAXY,19.42594,17.41061,16.26919,15.78316,15.36316,0.07757571,0.007604642,0.004699329,0.004512054,0.0099933,19.14838,False
1237651752921792685,146.206295735387,1.14829020130248,5.081462,0.1232023,GALAXY,20.19852,17.9651,16.77356,16.25899,15.81169,0.1100779,0.00843396,0.005215329,0.00478459,0.009981608,18.98822,False
1237651801770688761,149.370249995155,0.588197408911514,4.990515,0.04639048,GALAXY,18.80637,16.94897,16.08522,15.69083,15.40739,0.03359031,0.0048226,0.003730101,0.003853346,0.007485512,28.40481,True
1237651801770754182,149.445764448447,0.571927228722444,4.676747,0.0387163,GALAXY,18.46333,17.53361,17.21628,16.99463,16.91978,0.02463208,0.00671451,0.007031427,0.008405979,0.02642167,14.0009,True
1237651801770754260,149.538105108262,0.600855305363429,3.514436,0.04669769,GALAXY,18.64134,17.54169,17.02921,16.73301,16.57948,0.02338047,0.005593747,0.005026777,0.005471807,0.01332368,21.40976,True
1237651801770950802,149.915558434773,0.541044720846726,14.8743,0.04483392,GALAXY,17.52063,15.86076,15.085,14.72916,14.45327,0.02373971,0.003737895,0.003106467,0.003294913,0.006818959,25.56476,True
1237651801770950893,150.003668803013,0.532255470612209,5.013844,0.08714681,GALAXY,20.23514,18.42793,17.5417,17.13688,16.84263,0.09452097,0.01119833,0.008020084,0.008367919,0.01984843,11.60398,True
1237648720143777968,149.794243153907,-0.859430542241125,4.139326,0.1045381,GALAXY,18.99221,18.03735,17.41614,17.01984,16.76277,0.03064797,0.008085384,0.00657619,0.006784076,0.01650253,12.54855,False
1237648720143843470,149.999032228241,-0.869149458440511,8.221484,0.07604031,GALAXY,18.16105,16.22465,15.32444,14.8955,14.57333,0.02152762,0.003525579,0.002725568,0.002725563,0.004885236,31.94555,True
1237648720143909041,150.184955682519,-0.899090739647758,3.340746,0.1391733,GALAXY,19.98368,18.51506,17.61439,17.16747,16.82649,0.05352889,0.009879111,0.006756996,0.006674519,0.01510615,12.97874,False
1237648720144040072,150.355141733307,-0.880357361936855,5.41255,0.1685575,GALAXY,20.29642,18.34182,17.11119,16.58401,16.1605,0.09603742,0.0109466,0.006021387,0.005683358,0.01225773,11.74623,False
1237648720144040094,150.405833096303,-0.943491695960046,10.27166,0.04726475,GALAXY,18.7589,17.2234,16.60966,16.21881,15.86789,0.05468471,0.00721088,0.005934637,0.00595388,0.01395935,10.09472,True
1237648720144040126,150.461261220419,-0.846551572960779,3.106287,0.1361056,GALAXY,20.2925,18.29615,17.20365,16.74326,16.3592,0.06564418,0.008190583,0.005251537,0.005150964,0.01049941,16.76721,False
1237648720145350780,153.382431874067,-0.998763432896882,4.218075,0.04055981,GALAXY,18.41643,16.45271,15.5719,15.11834,14.75232,0.02082128,0.003589178,0.002864217,0.002834342,0.004747408,30.79773,True
1237648720145350835,153.481954181753,-0.886218729848703,4.758733,0.04111088,GALAXY,18.00971,16.17976,15.31786,14.89625,14.56333,0.015794,0.003231206,0.002681464,0.002681819,0.004325145,33.14241,True
1237648720145350917,153.417098594503,-0.863705547803251,6.089104,0.04144965,GALAXY,18.76879,17.02524,16.21237,15.83982,15.55406,0.02688472,0.004584717,0.003652486,0.003717699,0.007655485,19.51854,True
1237648720145416289,153.513217813478,-0.892922172081144,3.45858,0.04087288,GALAXY,19.87273,18.14098,17.40933,17.08693,16.82367,0.05398452,0.008101264,0.006383714,0.006726204,0.01648416,12.69098,True
1237648720680714471,150.016915935814,-0.588057390616542,3.782722,0.04600773,GALAXY,18.81632,17.53404,16.88906,16.5596,16.25543,0.02864559,0.006185977,0.005169015,0.005269799,0.01194937,18.86554,True
1237648720680779853,150.139704964526,-0.567630021459032,4.111677,0.1678891,GALAXY,21.4593,18.89664,17.62421,17.09115,16.67919,0.2184908,0.01382973,0.007450528,0.006752887,0.0148556,10.18932,False
1237648720680779923,150.097759579105,-0.445039728881657,5.205937,0.08704937,GALAXY,18.86694,16.89172,15.9012,15.47136,15.10452,0.03213622,0.004475877,0.003296734,0.003178406,0.005905822,28.83837,True
1237648720680779989,150.190748527616,-0.614745491181583,6.469409,0.1693277,GALAXY,19.96745,17.96871,16.74139,16.24553,15.88201,0.08079015,0.008730037,0.00506443,0.004693204,0.01025597,15.923,False
1237648720685039745,159.797841557464,-0.557196465638875,7.688957,0.02335118,GALAXY,19.19752,18.07471,17.76889,17.6148,17.49577,0.04068864,0.008913954,0.01032533,0.01420389,0.03818009,11.54088,True
1237648721215815722,145.876483466918,-0.0110048657705028,5.008183,0.1270235,GALAXY,19.86773,17.77314,16.56558,16.07451,15.6529,0.07366682,0.009165681,0.004847349,0.004530665,0.00947711,21.99423,False
1237648721215881342,146.05730387255,-0.0970296857105921,4.998258,0.03673035,GALAXY,18.53085,16.5696,15.63575,15.19359,14.81316,0.02464546,0.003843902,0.002939477,0.002940374,0.00543029,35.05378,True
1237648721217716478,150.295579635997,-0.0629726266544866,6.139619,0.09193879,GALAXY,19.26116,17.29478,16.3337,15.88839,15.53391,0.04413442,0.005704156,0.003986887,0.003990735,0.008746567,21.31931,True
1237648721217716483,150.297003559416,-0.133472685723812,9.027001,0.09008988,GALAXY,18.40213,16.41165,15.42901,14.9765,14.6189,0.02886858,0.003988289,0.002895393,0.002887597,0.005754681,29.44415,True
1237648721217781869,150.470614828174,-0.125152171985903,8.276864,0.03283051,GALAXY,17.82291,15.90147,15.01124,14.57618,14.21995,0.01716423,0.003019548,0.002443856,0.00247314,0.004351231,39.01142,True
1237648721217781969,150.401766566039,-0.163839992170099,4.776045,0.1368263,GALAXY,19.74046,17.76958,16.66545,16.21573,15.81061,0.05218047,0.006739914,0.004331633,0.004314197,0.009179792,21.3591,False
1237648721221583000,159.059541967857,-0.159019119711562,10.8398,0.02770622,GALAXY,17.11091,15.75166,15.01781,14.61758,14.29235,0.01153495,0.002957243,0.002575164,0.002609431,0.005057587,22.69252,True
1237648721221648570,159.30949656766,-0.0874401366456795,3.999828,0.02126185,GALAXY,18.85895,17.84279,17.39774,17.16279,16.95072,0.02866356,0.007053656,0.00671981,0.007658916,0.02238099,10.5707,True
1237648721754456298,150.029154241836,0.219381806697967,4.973337,0.1916706,GALAXY,20.80392,18.78969,17.46355,16.95111,16.6036,0.1255044,0.01289471,0.006838934,0.006481574,0.0165403,13.23611,False
1237648721754521762,150.069631648709,0.275633916084563,6.236558,0.08826268,GALAXY,18.85771,17.3365,16.60225,16.17563,15.9129,0.03327451,0.006143369,0.004529916,0.004478051,0.01198145,17.5433,True
1237648721754521800,150.107961826174,0.233560308128175,4.156692,0.2207649,GALAXY,20.99168,18.60457,17.21541,16.69844,16.28778,0.1504085,0.01142618,0.005944764,0.005638006,0.01332199,16.18414,False
1237648721757077650,155.893009350361,0.284993593957885,4.063527,0.13724,GALAXY,20.64817,18.78914,17.69856,17.20419,16.86217,0.09246802,0.01098684,0.007162871,0.00691053,0.01726875,12.18112,False
1237648722289623248,146.016869509319,0.71679597234665,4.362741,0.03516901,GALAXY,19.2669,17.30498,16.34389,15.88671,15.51674,0.03761065,0.005191904,0.003769754,0.003832619,0.006943778,26.0619,True
1237648722291392551,150.101524252211,0.704590919788355,11.93886,0.03337267,GALAXY,16.81395,14.94518,14.10857,13.67011,13.35343,0.01120181,0.002368208,0.002049843,0.002066847,0.003054439,42.79793,True
1237648722291392782,150.10978689645,0.758522791370011,6.461496,0.09305055,GALAXY,20.11924,18.35579,17.46335,17.05263,16.7293,0.08610734,0.01126579,0.007793533,0.008365355,0.01940169,10.50772,True
1237648722291392795,150.129777986908,0.758960665062155,5.8785,0.03323909,GALAXY,18.56104,17.53645,17.07382,16.78525,16.58965,0.0226396,0.005819347,0.005412478,0.006225354,0.01565456,14.3838,True
1237648722830884909,156.149004018846,1.10981401581018,9.821346,0.02170384,GALAXY,16.84189,15.02242,14.17648,13.7782,13.46235,0.01069998,0.002299665,0.002031715,0.002062233,0.003072115,45.0479,True
1237650796219859138,145.825165655138,0.0431777946351111,5.128165,0.1451134,GALAXY,20.32858,18.35477,17.20525,16.70494,16.27762,0.09478045,0.009673319,0.005982872,0.005497382,0.01284867,13.08056,False
1237648720151052338,166.449834887098,-0.886045649278565,5.673716,0.04576474,GALAXY,18.27351,16.40658,15.54518,15.13496,14.80932,0.01921589,0.003486999,0.00284803,0.002857879,0.005151133,29.49955,True
1237648720151183470,166.697789875347,-0.924148490427942,11.15121,0.03824842,GALAXY,17.58879,15.76081,14.9593,14.55726,14.24744,0.01295852,0.002759901,0.002386071,0.002421175,0.004003376,39.05458,True
1237648720681173181,150.96998320019,-0.620946867170594,3.812866,0.1226063,GALAXY,19.39655,18.17027,17.47177,17.02669,16.73509,0.04184456,0.008563894,0.006874962,0.006584818,0.01597016,11.96751,False
1237648721217716259,150.236207799024,-0.106483009206982,5.778851,0.1054762,GALAXY,19.3397,17.51147,16.53505,16.11361,15.77571,0.044207,0.006259494,0.00430066,0.004346654,0.009887717,21.67512,False
1237648721217716376,150.208211947633,-0.149159040367351,8.375134,0.04281429,GALAXY,17.52312,16.11988,15.57625,15.25449,15.03674,0.01535399,0.003415667,0.003054408,0.003269727,0.007969765,22.58787,True
1237648721217716396,150.227080685373,-0.0311082409736053,6.238085,0.09491993,GALAXY,19.0446,17.59115,16.84054,16.42082,16.12059,0.0750143,0.006709012,0.005063805,0.005202834,0.01360154,14.00336,True
1237648721218109642,151.220749066075,-0.05833497845554,18.34707,0.02147727,GALAXY,17.58076,16.14459,15.45339,15.06927,14.79169,0.04568785,0.004588524,0.003789178,0.004016505,0.00971702,11.56472,True
1237648721752555640,145.594012704541,0.309420163606019,4.461374,0.04570889,GALAXY,19.13766,17.23995,16.29899,15.78274,15.38905,0.04274968,0.005546859,0.004001701,0.003812479,0.008246816,22.06196,True
1237648721753669808,148.146365305415,0.249043874575453,5.225756,0.08185273,GALAXY,18.8115,17.67166,17.08666,16.44283,16.44788,0.03489964,0.007643925,0.006621859,0.005808079,0.01970389,17.5143,True
1237648722290540656,148.188100804729,0.751631418526323,3.604766,0.02616739,GALAXY,17.95381,17.28597,17.12378,17.04028,16.88636,0.0149561,0.005053612,0.005357768,0.006777821,0.01719522,17.60198,True
1237648722290606356,148.335241597554,0.720646674802786,5.900882,0.02078303,GALAXY,18.46292,17.40333,16.94285,16.68523,16.48422,0.04225943,0.005706013,0.005171288,0.006135918,0.0153351,13.54318,True
1237648722292048086,151.654714030385,0.632609180168478,9.121442,0.02122282,GALAXY,17.70245,16.22431,15.51102,15.15194,14.83453,0.01792268,0.003480389,0.00293043,0.003081598,0.005681577,17.30151,True
1237648722827280442,147.895864049868,1.11206684666239,7.351241,0.02054176,GALAXY,17.17308,15.295,14.46127,14.04805,13.74491,0.01220723,0.002454861,0.002131785,0.002165936,0.003335312,44.81456,True
1237650796219596986,145.251997907273,0.126486008622319,3.010925,0.1219135,GALAXY,20.84675,18.71995,17.60611,17.11392,16.70932,0.1036075,0.01007371,0.006484517,0.006006924,0.01382843,13.83891,False
1237650796219793563,145.669473696125,0.111700991273192,4.149614,0.1247047,GALAXY,20.40468,18.62193,17.54494,17.07215,16.6712,0.08102003,0.01008895,0.006551089,0.006180676,0.0147504,14.87827,False
1237650797293535398,145.663598882417,0.97367241833886,4.998249,0.1353705,GALAXY,18.87798,17.59862,16.8619,16.41427,16.11835,0.03111852,0.005747071,0.004639918,0.004602861,0.01040532,18.3569,False
1237651800697339950,150.229572665908,-0.211819307669586,8.17505,0.0910074,GALAXY,18.69519,16.74732,15.77685,15.3523,14.99876,0.05141987,0.005574826,0.003944224,0.003880161,0.00893877,21.45028,True
1237651800697340062,150.227828018902,-0.310571244572782,4.583472,0.08794625,GALAXY,19.15013,17.1638,16.21948,15.80673,15.4866,0.04487099,0.005387517,0.00393921,0.00391254,0.008576769,26.27499,True
1237651801234800759,151.582148850562,0.166785443734975,3.82531,0.1227362,GALAXY,20.50275,18.54346,17.46213,16.98012,16.60234,0.1048361,0.01054388,0.006764457,0.006433466,0.01616316,11.63609,False
1237651823245197515,213.579785063339,4.91255939971302,4.071666,0.05443105,GALAXY,19.0113,17.76071,17.18725,16.84897,16.65424,0.03401098,0.006394417,0.005711591,0.006489825,0.01692831,14.23561,True
1237651823245262904,213.807118315861,4.8347381528395,4.980502,0.05604844,GALAXY,18.73962,16.79822,15.90245,15.50013,15.1948,0.03253286,0.004253484,0.003316469,0.003473907,0.006643052,28.04715,True
1237651823245263060,213.789900985936,4.92666848932354,16.79444,0.05605765,GALAXY,16.90615,15.38732,14.6414,14.25954,13.96924,0.0221995,0.003505753,0.00294692,0.003221683,0.007258601,19.48832,True
1237651823245263124,213.813667965894,4.89901135292543,5.56409,0.05797697,GALAXY,18.70417,17.19168,16.44406,16.068,15.78112,0.03093859,0.004976757,0.004073496,0.004420399,0.009858552,18.90773,True
1237651823245263137,213.821949261794,4.94819179854479,3.524553,0.05680472,GALAXY,19.98692,18.19607,17.23878,16.75643,16.35785,0.07436613,0.008508642,0.005953567,0.006141403,0.01294084,13.87135,True
1237651823245328583,213.924916044676,4.96258544659983,4.929511,0.1264746,GALAXY,19.62162,17.8635,16.87651,16.44688,16.07858,0.06515327,0.007822271,0.005353497,0.005736728,0.01236398,14.785,False
1237651823245394142,214.115285203764,4.96136686216069,9.062325,0.05752193,GALAXY,18.22345,16.30947,15.43529,15.01965,14.69755,0.02503581,0.003617813,0.002892845,0.002996926,0.005501649,31.23094,True
1237651823245459566,214.135958586155,4.95466097250964,5.697154,0.05761838,GALAXY,18.78603,17.3358,16.57381,16.16052,15.87853,0.03443198,0.00588337,0.004648912,0.004991197,0.01109343,18.95962,True
1237654599954202835,153.350900653912,3.19684900961845,4.363415,0.1212419,GALAXY,20.16677,17.9423,16.88329,16.43179,16.08448,0.0725742,0.007507978,0.004771124,0.00456248,0.009032924,20.64148,False
1237654600491073657,153.320049752677,3.50044731191634,3.678105,0.06910947,GALAXY,19.00844,17.18137,16.36933,15.98188,15.69045,0.0291605,0.004674697,0.003658822,0.003631971,0.006512022,32.20433,True
1237654600491139293,153.506541737593,3.57546870367308,3.170279,0.1212145,GALAXY,20.24074,18.1843,17.18677,16.76499,16.41306,0.0673239,0.007624266,0.005149594,0.004966643,0.00964419,20.86714,False
1237654600491597955,154.46015140949,3.55660193316991,5.479319,0.1061023,GALAXY,19.65037,18.01371,17.17172,16.72739,16.38107,0.05396076,0.007642863,0.005582092,0.005327657,0.01123075,15.13131,False
1237648720141746448,145.196298357095,-0.879999301478019,3.086037,0.118615,GALAXY,19.865,18.27215,17.45637,17.07174,16.82843,0.05269816,0.008524054,0.006260213,0.006465309,0.01557842,14.41989,False
1237648720679272634,146.629629363229,-0.465660529958573,5.894123,0.0893447,GALAXY,19.38432,17.63378,16.71201,16.23913,15.88249,0.05784456,0.007597007,0.005294663,0.005065781,0.01138554,16.9233,True
1237648720680255563,148.879982167471,-0.467239418749006,4.870155,0.03220713,GALAXY,18.33179,16.48593,15.64949,15.24556,14.91479,0.021087,0.003634782,0.002976935,0.002915391,0.005140154,31.11094,True
1237648721217126725,148.979492200151,-0.190281126634072,7.426924,0.02094694,GALAXY,18.53193,16.55182,15.60538,15.06845,14.60923,0.03187532,0.004221613,0.003162086,0.003089495,0.005784347,25.04636,True
1237648722827346124,147.956744691739,1.14280279273012,4.12357,0.06441984,GALAXY,19.88029,17.93231,16.98097,16.54883,16.20587,0.06211846,0.006999351,0.004907351,0.004982885,0.01069122,18.2288,True
1237651752385577176,147.740239613489,0.863144797473649,7.583514,0.02513117,GALAXY,17.97391,16.82672,16.23739,15.94267,15.67652,0.02192985,0.004811733,0.00429004,0.004748762,0.01214149,20.27508,True
1237651752922448044,147.725910030087,1.19268680029457,4.922669,0.02833657,GALAXY,18.62317,17.71469,17.46498,17.32793,17.22648,0.0280127,0.006564279,0.007270792,0.00880677,0.02893629,15.2733,True
1237651752930705639,166.623331715104,1.67587073484094,4.023906,0.0311747,GALAXY,18.01671,17.14312,16.91299,16.72362,16.5833,0.01722621,0.004712455,0.004929842,0.005525103,0.01586484,19.5857,True
1237651752930705652,166.62859265649,1.69463666868149,4.072431,0.03069928,GALAXY,18.86891,17.79827,17.28895,16.98221,16.72504,0.03228321,0.006896509,0.006412329,0.006956771,0.0196097,14.29645,True
1237651752931295292,167.858885423531,1.66890155218029,4.526509,0.03935371,GALAXY,18.87883,17.73425,17.29428,17.02377,16.82689,0.03925264,0.007351517,0.007137515,0.007989171,0.02633422,10.98925,True
1237651755077927054,165.992781416056,3.29304962739363,8.86549,0.1145771,GALAXY,19.07904,17.27424,16.37618,15.96269,15.58472,0.06740681,0.007109549,0.00515168,0.005486515,0.012786,15.49206,False
1237651755078189237,166.506720315681,3.37243502822717,4.219371,0.07417074,GALAXY,20.04535,18.24907,17.37253,16.92929,16.62582,0.08701573,0.009433214,0.006699275,0.00694558,0.01736775,13.36988,True
1237651755078189251,166.539982928993,3.29707863797351,8.142637,0.03074929,GALAXY,18.66993,16.61043,15.89893,15.49812,15.19934,0.05277174,0.004567794,0.003955361,0.004143984,0.009247127,17.54041,True
1237651800696815831,149.090206729947,-0.251427074082198,8.007872,0.02139691,GALAXY,17.74933,16.50113,15.89778,15.60806,15.32293,0.01799582,0.003996283,0.00361906,0.003818263,0.008784801,23.77202,True
1237651822709047481,215.197947428481,4.37019771434915,10.21341,0.02666598,GALAXY,18.60508,17.12584,16.48308,16.15266,15.93074,0.04258628,0.005744905,0.00510599,0.005680872,0.01856514,12.46864,True
1237651822709178630,215.545275296719,4.50091081728381,4.783004,0.02712389,GALAXY,19.05471,17.31368,16.56281,16.20399,15.9157,0.04396416,0.005659816,0.004688662,0.004868244,0.01285048,18.5766,True
1237651823245918301,215.300082380753,4.78811553165445,4.104841,0.02641325,GALAXY,18.00923,17.14453,16.97184,16.87999,16.81965,0.01921198,0.005177558,0.005628204,0.007410713,0.02166226,17.46399,True
1237652944240378258,339.544150726637,14.4405887606414,8.724359,0.03598876,GALAXY,18.51696,17.07081,16.31705,15.9046,15.57092,0.03787833,0.005825717,0.004597469,0.005005784,0.01224346,15.76169,True
1237654599959969882,166.443455985311,3.49550751906162,12.25422,0.03160278,GALAXY,17.94614,16.34532,15.60361,15.22978,14.95231,0.02650141,0.004285447,0.003370994,0.003364698,0.007267176,15.30687,True
1237654602628399113,129.913369490276,3.82850791855259,5.462007,0.02667053,GALAXY,16.70836,15.73147,15.18045,14.90771,14.65053,0.008326098,0.002736658,0.00255231,0.002648309,0.00445813,36.50013,True
1237654606399864950,160.903058144075,5.19840787082603,5.094718,0.131338,GALAXY,20.22321,18.40922,17.44639,16.9749,16.59723,0.08369634,0.01058011,0.006863008,0.006609641,0.01329527,12.58747,False
1237654606399930562,161.097133486891,5.37075261079266,6.172863,0.03813367,GALAXY,18.71706,16.8492,16.0718,15.67763,15.38503,0.03291902,0.004761902,0.003656984,0.003676247,0.006926744,23.66934,True
1237654606400061622,161.368210874778,5.28422410802624,3.301051,0.1261291,GALAXY,20.39009,18.44002,17.3632,16.9103,16.54005,0.08030142,0.009251644,0.005722851,0.005575826,0.01069291,16.57506,False
1237654669735166231,149.105306592207,-0.367428145985335,3.949292,0.0908874,GALAXY,20.24663,18.22563,17.28766,16.86633,16.50354,0.1036948,0.009503854,0.006507222,0.0065194,0.01631443,12.74358,True
1237654880737296554,215.540469540809,4.52114706593333,12.41225,0.02671912,GALAXY,17.45292,15.75949,14.88421,14.43791,14.05507,0.02125954,0.003211671,0.002579057,0.002509434,0.005010025,26.74904,True
1237654880737362110,215.711856861198,4.66584914595986,14.63661,0.025841,GALAXY,17.74292,15.98002,15.46185,15.19354,15.08203,0.03590958,0.003911915,0.003702877,0.003948867,0.01265182,10.01687,True
1237654880737362119,215.716607505248,4.64038836639674,9.027306,0.08731168,GALAXY,18.67689,17.01469,16.13837,15.69923,15.43764,0.04943026,0.005994861,0.004458172,0.004245052,0.01123514,16.06008,True
1237654880737362089,215.683438454842,4.69060242831126,7.425351,0.1109312,GALAXY,18.31911,16.85164,16.0366,15.61833,15.35614,0.03053311,0.004903417,0.003850058,0.003704352,0.009158697,19.62498,False
1237654880737296537,215.524243027054,4.59837003525403,3.774163,0.08782889,GALAXY,19.19311,18.01314,17.4717,17.19177,16.97934,0.04371938,0.007865774,0.006854268,0.007251602,0.02185832,12.63407,True
1237654880737230995,215.510310666511,4.72441329574613,3.487406,0.1105986,GALAXY,20.16476,18.50643,17.51363,17.08597,16.74269,0.08007927,0.009790937,0.006367206,0.006221028,0.01590129,13.16136,False
1237654880737230948,215.396615390133,4.60297837774099,3.359093,0.08908281,GALAXY,20.58041,18.45195,17.46888,17.05209,16.7127,0.1089763,0.009093405,0.005996463,0.005872969,0.01461493,14.04236,True
1237654880737230925,215.361015369039,4.53749256258631,4.649405,0.1430112,GALAXY,20.47023,18.67226,17.53779,17.05256,16.69688,0.1176233,0.0120561,0.00695031,0.006587417,0.01715255,11.50923,False
1237654880737165479,215.352523576415,4.58643942377139,4.837291,0.1433548,GALAXY,19.03154,17.91003,17.07568,16.66555,16.36333,0.0426128,0.007845654,0.005834511,0.005635151,0.01512651,13.95134,False
1237654880737099991,215.180110442432,4.64656404713829,7.245747,0.1083072,GALAXY,19.25184,17.43027,16.79212,16.40267,16.16665,0.06304694,0.006202001,0.005347964,0.005230402,0.01534303,11.52488,False
1237654880737099980,215.175518042533,4.66505367027957,3.793735,0.08734931,GALAXY,20.29113,18.49785,17.71272,17.36106,17.13709,0.09309013,0.009550257,0.007304315,0.007135366,0.0211117,12.08255,True
1237654880737034437,215.046935793368,4.739439992863,3.638727,0.1099376,GALAXY,19.65047,17.99898,17.07798,16.6348,16.2988,0.05433228,0.007014535,0.005050406,0.004806026,0.01145809,18.05122,False
1237654880737034278,214.97916901586,4.67889424699427,7.893144,0.1437821,GALAXY,19.67138,17.74934,16.67319,16.2166,15.83978,0.09169278,0.008273242,0.005327841,0.005019489,0.01257225,13.39544,False
