objid,ra,dec,petroRad_r,z,class,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,snMedian,low_z
1237648720142008515,145.821638182128,-0.846601885046273,5.089256,0.06770252,GALAXY,20.05802,18.35321,17.54987,17.15258,16.86671,10.20291,True
1237648720142008580,145.818101273901,-0.878973095843891,5.040677,0.2045784,GALAXY,20.68866,18.55757,17.21298,16.66901,16.32187,11.13883,False
1237648720142073942,145.853157594108,-0.997063559085189,3.825139,0.1448017,GALAXY,20.61629,18.63789,17.54523,17.09494,16.7594,13.57714,False
1237648720142073959,145.892309469118,-1.02264988945927,4.531637,0.153699,GALAXY,20.39159,18.22442,17.0139,16.50938,16.11972,16.28147,False
1237648720145481973,153.76244236045,-0.997307833184848,3.391995,0.09821908,GALAXY,20.57385,18.64201,17.66163,17.22909,16.88417,11.06976,True
1237648720145547522,153.898219215873,-1.00150629900931,8.192672,0.08365821,GALAXY,19.16637,17.45534,16.65019,16.24938,15.93866,14.13568,True
1237648720145613050,153.965613866489,-0.974097497777007,5.108194,0.0702217,GALAXY,18.73285,17.45038,16.85139,16.46405,16.21558,16.49333,True
1237648720145940778,154.825417968283,-0.865715020066249,3.627925,0.09331674,GALAXY,19.87001,17.90517,16.93169,16.49078,16.11882,17.24009,True
1237648720146071815,155.098337286971,-0.861837027723311,8.300219,0.08444914,GALAXY,19.18436,17.07518,16.09289,15.62177,15.25004,21.43247,True
1237648720146137238,155.185374370507,-0.979828258186768,5.415997,0.08411594,GALAXY,18.84252,17.72303,17.26807,16.93408,16.76651,13.40524,True
1237648720146137296,155.244116026674,-0.899463576705365,4.295741,0.1011569,GALAXY,20.67787,18.69186,17.73617,17.29178,16.91313,12.34907,False
1237648720678944894,145.874449045454,-0.608755056278409,9.828067,0.07158983,GALAXY,18.19744,16.69651,16.01479,15.6421,15.39185,15.69197,True
1237648720682614942,154.334387874659,-0.600703225135134,5.826065,0.093678,GALAXY,19.55518,17.48987,16.4949,16.07404,15.69482,19.96712,True
1237648720682811556,154.717692370676,-0.618953854869631,3.257583,0.0944965,GALAXY,19.90512,17.94183,16.97393,16.52008,16.18337,18.95376,True
1237648720683598019,156.563700896966,-0.456405454834379,4.487061,0.171845,GALAXY,20.8209,18.69916,17.4192,16.9012,16.50838,13.78815,False
1237648720683598038,156.588954483896,-0.620481014304262,5.710696,0.1599996,GALAXY,20.55604,18.25263,17.03834,16.53302,16.15081,15.13812,False
1237648720683663580,156.744747644268,-0.544695552874245,5.015257,0.1686352,GALAXY,20.83597,18.67173,17.42359,16.91503,16.51079,12.71688,False
1237648720683860073,157.082977228455,-0.586564578009884,3.714273,0.1090757,GALAXY,20.0862,18.50693,17.72569,17.23736,16.90506,10.69176,False
1237648720683860113,157.16553902458,-0.617735277068687,3.917694,0.1151731,GALAXY,20.46612,18.44695,17.4618,17.01261,16.62126,10.6266,False
1237648721216078045,146.46890559991,-0.0928280403032654,19.43667,0.06251308,GALAXY,18.24334,15.90764,14.76567,14.24774,13.84864,30.2524,True
1237648721219485839,154.335139248579,-0.150057128144174,5.66576,0.06298256,GALAXY,20.03531,18.34027,17.49289,17.04704,16.71406,10.57503,True
1237648721219485850,154.352835168217,-0.141042496965384,5.108737,0.1244505,GALAXY,19.94317,18.11367,17.05711,16.56581,16.17527,12.57324,False
1237648721219485883,154.376168643966,-0.100906384212866,4.068213,0.06437947,GALAXY,20.10266,18.5093,17.65353,17.22842,16.94562,14.38529,True
1237648721219616883,154.535588626542,-0.0842082983137502,13.68076,0.0610805,GALAXY,19.23177,17.46849,16.54995,16.02666,15.61895,10.53961,True
1237648721219616998,154.651835187861,-0.178075477796774,7.491013,0.06359103,GALAXY,18.74892,16.90716,15.95795,15.48473,15.08246,20.49466,True
1237648721219813525,155.047400474385,-0.0459249396038062,3.876972,0.1901886,GALAXY,20.87203,19.00484,17.67193,17.17327,16.79697,14.83512,False
1237648721219944694,155.422208950933,-0.00765751016532326,4.349806,0.07864722,GALAXY,19.69211,18.24907,17.66951,17.27586,17.05572,10.3011,True
1237648721220010190,155.561087973478,-0.0272458372320898,6.343532,0.1125911,GALAXY,19.03819,17.79249,17.22686,16.85721,16.63472,11.89254,False
1237648721220534536,156.775109007961,-0.18679750396502,3.712389,0.09610251,GALAXY,19.30103,17.74245,16.89154,16.43431,16.10919,16.60518,True
1237648721220599962,156.787642763972,-0.0377170102110401,6.737637,0.05606531,GALAXY,18.1164,16.60579,15.8752,15.48047,15.17607,20.63461,True
1237648721220599977,156.799420187641,-0.0871278684808252,6.279194,0.09754699,GALAXY,19.79946,17.70797,16.71546,16.26144,15.86994,17.49146,True
1237648721753932012,148.80375340849,0.284823322287806,8.734648,0.08773474,GALAXY,18.67577,16.66072,15.65215,15.20135,14.83638,30.80243,True
1237648721753932060,148.825687886743,0.389318410904711,3.153625,0.04646964,GALAXY,19.46999,17.62246,16.7987,16.39751,16.10277,22.90813,True
1237648721753997587,148.973511683986,0.222360273794149,3.114859,0.06481871,GALAXY,19.64571,17.72276,16.85129,16.44848,16.11391,21.1606,True
1237648721754062996,149.005777438575,0.358014762809898,7.548709,0.04720632,GALAXY,18.16686,16.36014,15.51101,15.11288,14.77663,31.46236,True
1237648721754128529,149.214166621758,0.208799417383325,10.81038,0.0650453,GALAXY,17.70363,15.68413,14.75272,14.29722,13.95347,37.8285,True
1237648721754128586,149.2502395133,0.274271482868813,6.639894,0.1369716,GALAXY,19.16188,17.5884,16.65029,16.19813,15.84187,13.40187,False
1237648721754128598,149.257601999998,0.356504495269535,6.160105,0.08850689,GALAXY,18.83399,17.57686,16.94633,16.55366,16.31444,11.87098,True
1237648721754194200,149.394756246386,0.2386627428622,4.176285,0.1601704,GALAXY,20.20088,18.41654,17.28665,16.80157,16.43089,15.17952,False
1237648721754194216,149.412643551916,0.33257256895185,9.154194,0.08085039,GALAXY,19.50447,17.60776,16.69411,16.26086,15.91449,20.55247,True
1237648721754259703,149.508139642787,0.296116428887121,3.592239,0.08252737,GALAXY,19.92382,18.31118,17.56995,17.19378,16.93666,12.07355,True
1237648721754325260,149.635213175131,0.349154135632321,5.497056,0.2000929,GALAXY,20.68117,18.75758,17.49735,16.96099,16.6309,11.00138,False
1237648721754390626,149.866889048273,0.287413937040916,6.047104,0.1692473,GALAXY,20.54035,18.3479,17.13948,16.6697,16.32393,15.66873,False
1237648721754390708,149.809375519055,0.302320865741962,6.812687,0.1932946,GALAXY,20.61472,18.96636,17.64985,17.14338,16.72836,10.55649,False
1237648721754390765,149.868966506937,0.393162464128129,4.607404,0.2027204,GALAXY,19.27866,18.27443,17.56902,17.17205,16.9123,11.10782,False
1237648721756750068,155.222151343504,0.35798388913221,3.766196,0.09524669,GALAXY,20.15097,18.09898,17.11366,16.65702,16.283,17.21053,True
1237648721756880949,155.47167356482,0.295374634774652,15.53876,0.02148222,GALAXY,16.34739,15.01962,14.38505,14.06982,13.81414,40.20933,True
1237648721756881092,155.46497563143,0.410105974093616,8.370337,0.02134296,GALAXY,17.45059,15.72079,14.90642,14.47219,14.09925,36.51841,True
1237648721756881117,155.492667348401,0.225995817703932,3.557482,0.07153392,GALAXY,20.57728,18.62591,17.73591,17.32458,17.02225,12.8523,True
1237648721756881164,155.542286109741,0.406026003987521,10.45607,0.07134143,GALAXY,18.12925,16.18496,15.24689,14.81013,14.46099,30.83932,True
1237648721756881221,155.57274367495,0.358678038518987,7.238578,0.1111002,GALAXY,18.96931,17.03969,16.035,15.6187,15.25381,25.5435,False
1237648721756946640,155.616804345361,0.284209575046443,5.359571,0.1109645,GALAXY,20.3214,18.24479,17.21069,16.78741,16.42831,11.96329,False
1237648721756946646,155.630631981,0.257721557759769,4.888112,0.1112022,GALAXY,20.12501,18.30844,17.2616,16.83151,16.44147,14.11886,False
1237648721756946678,155.6695503405,0.375065499588685,6.561902,0.07149646,GALAXY,19.85908,18.06881,17.07064,16.54328,16.11822,13.37034,True
1237648722290606344,148.316950356967,0.668147855822689,4.929435,0.09413693,GALAXY,20.36271,18.20251,17.1652,16.68596,16.30127,15.06214,True
1237648722290802804,148.737842942112,0.633239382437064,4.300681,0.09341974,GALAXY,19.62679,17.66882,16.76969,16.3664,16.03325,20.26749,True
1237648722290933840,149.121645802445,0.708909829273537,8.851702,0.09600016,GALAXY,18.95498,17.26933,16.35187,15.88306,15.64096,16.48664,True
1237648722290934014,149.138841807703,0.643597365902716,3.312945,0.1090213,GALAXY,19.94017,18.3406,17.5617,17.19873,16.94262,15.57963,False
1237648722290934016,149.139640193191,0.750870928545649,9.415343,0.04617104,GALAXY,17.88054,16.88892,16.56062,16.38626,16.22593,12.65915,True
1237648722290999349,149.228090347371,0.837840907921954,4.853429,0.1735455,GALAXY,19.40387,18.14967,17.26823,16.77757,16.49743,15.13291,False
1237648722290999434,149.176182792982,0.757003834550747,5.207837,0.1255851,GALAXY,18.96889,17.67877,16.96826,16.53816,16.2743,14.44753,False
1237648722290999466,149.194591189922,0.816589384234754,6.605951,0.06260738,GALAXY,19.26503,17.74197,17.02809,16.65569,16.3585,10.4131,True
1237648722290999549,149.290014646301,0.668758403198695,5.976316,0.06538612,GALAXY,19.38072,17.80252,17.039,16.58527,16.26962,12.75479,True
1237648722291064875,149.338567408583,0.706424028704254,3.950499,0.08737121,GALAXY,18.15686,17.00044,16.46637,15.97107,15.83574,25.826,True
1237648722291065018,149.30469399419,0.702185169661834,4.695604,0.0651919,GALAXY,19.61692,18.11131,17.42574,16.98689,16.66891,13.77684,True
1237648722291065035,149.329901571937,0.690806111396912,6.048846,0.08633437,GALAXY,18.6255,17.5084,17.03242,16.68719,16.53286,11.1485,True
1237648722291065049,149.337680253215,0.814933790542812,5.91262,0.03853054,GALAXY,19.14583,17.81016,17.24112,16.93485,16.68197,10.44656,True
1237648722291130535,149.498759527583,0.748996120307737,3.588931,0.09232026,GALAXY,19.54759,18.41264,17.68268,17.19128,16.93256,14.13734,True
1237648722291196011,149.610335798619,0.820673661995613,3.858963,0.1645564,GALAXY,19.44738,18.25197,17.45022,16.99975,16.69337,12.28809,False
1237648722291196073,149.666658086027,0.735909815635883,6.014232,0.08054834,GALAXY,18.94143,17.0607,16.13137,15.71883,15.36007,27.19859,True
1237648722291196127,149.723234355671,0.687529259219127,6.313275,0.0928099,GALAXY,19.1329,17.13325,16.15341,15.72236,15.35541,26.78037,True
1237648722293620876,155.176178426812,0.655399993075805,7.607601,0.09599821,GALAXY,19.31796,17.76815,16.938,16.48243,16.15912,10.46175,True
1237648722293620887,155.20139810783,0.792056369352766,4.520491,0.0710241,GALAXY,19.27356,17.61201,16.77473,16.34751,16.01831,17.68744,True
1237648722293620931,155.281899229966,0.682593136302002,16.4962,0.05533539,GALAXY,17.26809,15.48219,14.65772,14.25208,13.92122,22.84524,True
1237648722293686448,155.377591618581,0.687849311556966,3.018416,0.09609467,GALAXY,19.02696,17.85202,17.20771,16.80617,16.53859,16.35284,True
1237648722293686455,155.381334681331,0.835737788689893,4.528639,0.0585773,GALAXY,18.93322,17.55623,16.83032,16.41774,16.12271,15.79007,True
1237648722293751915,155.473669534471,0.71991909721105,4.204678,0.1254482,GALAXY,20.48968,18.38078,17.30879,16.86825,16.49236,13.80052,False
1237648722827346161,147.993783277533,1.11611895550224,6.643313,0.06359012,GALAXY,18.57106,16.55361,15.66433,15.20882,14.83624,23.52237,True
1237648722827870311,149.19393999498,1.0701876994953,6.313429,0.06268962,GALAXY,18.20894,16.44297,15.64058,15.26381,14.97204,35.56739,True
1237648722828001444,149.524498813103,1.10936572282718,3.787575,0.08112247,GALAXY,18.98376,17.77633,17.29383,16.96459,16.82775,16.31283,True
1237648722828066950,149.62512436128,1.18198411596441,8.175134,0.06204112,GALAXY,18.35994,16.75965,16.0056,15.60248,15.29887,22.65668,True
1237650794609246465,145.890597628086,-1.097599595183,7.861981,0.06248942,GALAXY,17.95712,16.70677,16.19388,15.85508,15.64906,16.57817,True
1237651752386166938,149.090974066004,0.844523089217821,7.760644,0.06284358,GALAXY,18.52809,16.5409,15.66397,15.24234,14.89313,29.53594,True
1237651752386232437,149.177913192917,0.930225806265702,6.658234,0.09211832,GALAXY,18.31854,17.07938,16.43967,16.06619,15.80874,15.60206,True
1237651752386232461,149.212921572948,0.901787744785506,3.053672,0.1733621,GALAXY,20.49008,18.60052,17.4744,17.04778,16.72496,17.20196,False
1237651752386298080,149.417175172975,0.959809065252825,3.807388,0.08662774,GALAXY,19.90822,17.94338,17.00253,16.56204,16.24784,19.0056,True
1237651752386298087,149.427246801207,0.911270784209763,6.396338,0.2185445,GALAXY,20.80611,18.65898,17.23141,16.70401,16.33753,15.29576,False
1237651752386298094,149.438042446093,0.86149895096359,8.57196,0.09729816,GALAXY,18.4024,16.54643,15.62754,15.19938,14.86475,32.41866,True
1237651752386429055,149.595816120077,0.952748977604302,4.642669,0.08236951,GALAXY,19.37306,17.91002,17.23911,16.86558,16.64427,14.21871,True
1237651752388722785,154.843939965085,0.982879098217867,5.819408,0.09386507,GALAXY,19.17881,17.27333,16.28746,15.85289,15.54364,21.41687,True
1237651752388853809,155.236806306965,0.952133706638883,3.468508,0.1002845,GALAXY,19.46265,17.33515,16.33029,15.92433,15.55071,27.06674,False
1237651752922579174,148.051557400289,1.16795026040912,7.221654,0.06167085,GALAXY,18.49526,16.4699,15.50015,15.06487,14.69589,30.92874,True
1237651752923037766,149.065538183781,1.21201492345052,4.500442,0.06207497,GALAXY,20.07406,18.12456,17.10763,16.57849,16.11895,17.37695,True
1237651752923037815,149.101007087565,1.231935581961,4.802755,0.06313949,GALAXY,19.10794,17.28667,16.40509,16.01304,15.68907,22.39078,True
1237651752923037869,149.043037736343,1.19207916799925,5.437783,0.1090729,GALAXY,19.45409,17.45844,16.47286,16.0511,15.69234,23.53413,False
1237651752923103265,149.197795170413,1.25663669662633,4.403567,0.06356111,GALAXY,18.87822,16.9515,15.99962,15.55057,15.23271,28.73843,True
1237651752923103392,149.166026756467,1.23514775315999,5.309953,0.1094295,GALAXY,19.28445,17.8958,17.20227,16.84286,16.58547,12.71938,False
1237651752923168949,149.318315730725,1.1931800809046,5.087676,0.06319394,GALAXY,19.70816,17.83504,16.97773,16.59827,16.31627,18.01269,True
1237651755080810579,172.488473944548,3.30058434824072,5.251115,0.1083532,GALAXY,19.16698,17.19628,16.21913,15.81967,15.46914,33.39422,False
1237651799625105528,153.711775089,-1.12267386138522,5.30997,0.0456965,GALAXY,18.55612,16.54407,15.64623,15.19382,14.90959,32.98018,True
1237651799625302348,154.095238293035,-1.07337082374696,7.684504,0.04518122,GALAXY,18.95722,17.48796,16.77604,16.42679,16.14242,11.08515,True
1237651799626088627,155.910037213624,-1.10967814652458,4.692305,0.1260314,GALAXY,20.43406,18.65913,17.58435,17.14927,16.79747,11.70003,False
1237651800162238663,154.266041466622,-0.631990793030312,4.272007,0.05002861,GALAXY,19.45912,17.73841,16.95952,16.55442,16.25257,18.3279,True
1237651800162304205,154.437788309206,-0.732376276285162,4.367133,0.08577679,GALAXY,19.1093,17.93893,17.39034,17.01727,16.83489,12.43208,True
1237651800162566313,155.033679869998,-0.685092607882087,5.198102,0.09463602,GALAXY,19.69049,17.7427,16.73295,16.30607,15.98314,15.01703,True
1237651800162631862,155.195890590702,-0.677970831702971,3.349737,0.07892451,GALAXY,19.37571,18.14301,17.58427,17.2104,17.04579,12.56643,True
1237651800162697402,155.334820924088,-0.701696657669766,6.901474,0.07159074,GALAXY,18.35113,16.81196,16.03556,15.60617,15.29485,21.34202,True
1237651800163221704,156.575486430107,-0.66805690721031,6.393116,0.1118258,GALAXY,19.7771,17.71119,16.63062,16.15279,15.76331,19.0756,False
1237651800699043977,154.120598741164,-0.269819217815452,3.230929,0.0709769,GALAXY,19.50115,17.67237,16.72367,16.30329,15.98707,21.84649,True
1237651800699109417,154.242700679615,-0.248030766202158,9.314919,0.06291114,GALAXY,18.47404,16.97748,16.31883,15.96845,15.79315,10.09348,True
1237651800699109510,154.279706528841,-0.213572670649005,4.188159,0.09685588,GALAXY,20.47799,18.35708,17.39792,16.97565,16.60151,13.6914,True
1237651800699109533,154.304317189114,-0.258855982375737,4.962127,0.0979765,GALAXY,19.85865,18.18173,17.27213,16.84354,16.49079,12.58674,True
1237651800699175003,154.385452063669,-0.272247455321984,8.136039,0.09343445,GALAXY,19.20934,17.16298,16.17757,15.73324,15.38372,22.539,True
1237651800699633832,155.533983254951,-0.303944465742886,3.574666,0.07856335,GALAXY,19.93783,18.05086,17.13831,16.72651,16.42668,18.86043,True
1237651801233293622,148.185883662755,0.173246985470181,3.398657,0.08472607,GALAXY,19.53342,17.4954,16.58897,16.15265,15.86123,26.43661,True
1237651801233752151,149.159045878366,0.153151174649058,4.566477,0.06572735,GALAXY,19.86209,18.2886,17.39329,16.86548,16.54475,13.01701,True
1237651801233752266,149.248171850811,0.158023571997337,4.571297,0.06601022,GALAXY,19.90594,18.19918,17.31951,16.85661,16.59485,13.41478,True
1237651801233752282,149.259637651583,0.179956198045208,4.99472,0.06277732,GALAXY,18.65855,17.08388,16.33331,15.90672,15.67574,24.56668,True
1237651801233883164,149.484284137053,0.206383653536543,4.490826,0.06499501,GALAXY,18.55504,17.39685,16.72767,16.2623,16.03616,20.44265,True
1237651801233883399,149.559939177028,0.140354418268796,3.268044,0.09200749,GALAXY,19.81501,17.91534,17.01781,16.60832,16.32802,20.87258,True
1237651801236373700,155.224679216248,0.122779963643888,3.16639,0.07224173,GALAXY,19.23649,17.98558,17.3394,16.92641,16.6842,17.3131,True
1237651801770230057,148.386019289139,0.602175771339084,7.056315,0.09344584,GALAXY,19.30576,17.27815,16.19665,15.71745,15.35957,15.15183,True
1237651801770295423,148.4083564019,0.588754241604259,4.942408,0.09177374,GALAXY,19.1701,17.02226,15.97415,15.50583,15.14241,28.90443,True
1237651801770361076,148.643310356442,0.538960289877626,4.807384,0.06137475,GALAXY,18.25846,16.44387,15.63495,15.25628,15.0,35.64391,True
1237651801770492054,148.951531274508,0.556925875615991,6.986843,0.08003111,GALAXY,18.54297,16.48328,15.5024,15.06694,14.76783,32.54918,True
1237651801770623128,149.171916395408,0.598785220472597,6.9963,0.08910091,GALAXY,19.92616,18.26479,17.35575,16.9452,16.68681,11.91962,True
1237651801770623195,149.240257280986,0.550964387475059,3.701749,0.09211791,GALAXY,19.67631,17.84242,16.83152,16.36433,16.02102,20.29098,True
1237651801770623204,149.241272298049,0.573386259011948,3.653663,0.08162058,GALAXY,20.12725,18.2768,17.34244,16.92536,16.6469,14.51733,True
1237651801770688747,149.36234964898,0.533101247892253,8.392687,0.0814579,GALAXY,18.20929,16.7904,16.07181,15.66053,15.41902,16.27709,True
1237651801770754237,149.48871616987,0.555250510804378,5.07631,0.08138505,GALAXY,20.66041,18.51278,17.4663,16.91879,16.5221,12.12189,True
1237651801770754287,149.555527607637,0.561030390780482,3.417787,0.08190168,GALAXY,19.82922,18.26822,17.39721,16.95063,16.66655,14.71988,True
1237651801770819744,149.62077222542,0.574780592244748,4.659206,0.09034477,GALAXY,19.1433,17.2121,16.22441,15.80877,15.48066,27.53706,True
1237651801770950893,150.003668803013,0.532255470612209,5.013844,0.08714681,GALAXY,20.23514,18.42793,17.5417,17.13688,16.84263,11.60398,True
1237651801773113433,154.845436962694,0.612085385057282,3.900852,0.1504571,GALAXY,20.84394,18.63418,17.46166,16.95013,16.60359,14.17168,False
1237651801773113502,154.904204739758,0.586352001848354,4.905444,0.07096665,GALAXY,19.53209,18.24978,17.70206,17.33705,17.15328,10.55535,True
1237651801773244556,155.179733514547,0.597219429447234,6.421138,0.09561259,GALAXY,20.41173,18.45669,17.48353,17.06392,16.69903,11.36537,True
1237651801773375644,155.544342442909,0.544031503479799,4.816236,0.07132712,GALAXY,19.53231,17.71729,16.82978,16.39689,16.09279,17.4319,True
1237653663647727743,148.832176985025,1.02901097076898,3.615337,0.1109342,GALAXY,20.34644,18.5274,17.43914,16.92194,16.4928,14.6583,False
1237653663647924379,149.356565114205,1.00352397314467,5.132691,0.06605762,GALAXY,19.21934,17.79655,17.0651,16.66597,16.42624,17.05827,True
1237654600491597966,154.477007109121,3.56362300534153,3.820574,0.1069852,GALAXY,19.00399,18.03671,17.5943,17.25534,17.14407,15.61897,False
1237654600491663534,154.699258357683,3.65932782554983,4.097941,0.09762803,GALAXY,19.5862,18.02159,17.24931,16.84659,16.59075,16.4185,True
1237654602102145159,154.254426797147,4.84913516095766,3.801633,0.2111622,GALAXY,20.70454,18.74135,17.40307,16.8969,16.55201,14.99247,False
1237654602102145166,154.280688826906,4.89466967276085,5.783714,0.1066619,GALAXY,19.67746,18.07171,17.27769,16.85331,16.51586,14.56266,False
1237654602628465140,130.180611203654,3.83640641805214,7.713302,0.06305826,GALAXY,18.41397,16.46869,15.55964,15.12677,14.79098,29.38789,True
1237654602628595749,130.366773498654,3.81746269198877,8.069406,0.0629052,GALAXY,19.49527,17.6496,16.67382,16.12174,15.71632,14.13824,True
1237654602628596123,130.472275017037,3.93132561089438,7.261442,0.06413712,GALAXY,18.70542,17.49343,16.92731,16.53438,16.35368,10.45319,True
1237654604788072660,158.317615849203,4.00278485502349,6.893564,0.0853373,GALAXY,18.64137,16.76748,15.84064,15.41189,15.07944,11.10273,True
1237654605324812473,157.987532698408,4.42883871305619,6.251461,0.06702711,GALAXY,18.6225,16.67712,15.76812,15.33046,14.99708,14.54472,True
1237654605325009169,158.476267633492,4.32710237524827,4.614315,0.09940292,GALAXY,19.60011,17.67437,16.74906,16.35918,16.00742,10.16225,True
1237654605860176092,154.537662711698,4.6349372359386,4.86754,0.1555907,GALAXY,20.41052,18.28892,17.13589,16.66652,16.27932,18.32965,False
1237654606396981410,154.373397643482,4.93939336811322,3.229011,0.1171733,GALAXY,20.17406,18.46865,17.55432,17.19782,16.83942,18.84504,False
1237654606397046998,154.460981181246,4.96868190506507,5.914023,0.1470081,GALAXY,19.54118,17.61825,16.56528,16.13431,15.78275,23.47915,False
1237654606397047035,154.532659323653,5.08519672142942,4.041116,0.1001301,GALAXY,19.1868,17.86517,17.20051,16.77323,16.52735,17.8532,False
1237654610680152223,192.228147363511,65.4503413842164,3.374441,0.1752461,GALAXY,20.75376,18.77541,17.5599,17.04859,16.71717,20.91292,False
1237654611216957638,192.018983178631,65.7228916406316,9.655434,0.1771949,GALAXY,19.9055,17.88306,16.61898,16.14362,15.80356,28.64856,False
1237654668663587038,153.905057228405,-1.19680217425195,6.091044,0.2003275,GALAXY,21.49496,18.72811,17.32145,16.79528,16.42329,13.55006,False
1237654668663652441,154.052469362827,-1.22717480439819,8.495695,0.06138381,GALAXY,18.03396,16.72352,16.06077,15.6786,15.42825,23.06424,True
1237654668663652501,154.153451933311,-1.23284935986937,4.389456,0.1720573,GALAXY,19.7595,18.34778,17.4584,16.91525,16.60205,11.88208,False
1237654668664176702,155.249761689585,-1.19405942009705,5.006566,0.08965574,GALAXY,18.55644,17.21639,16.548,16.07861,15.82104,17.79946,True
1237654669200457931,153.971423759878,-0.769290744654443,9.489671,0.04417122,GALAXY,18.13445,17.0171,16.5806,16.32308,16.16904,12.15192,True
1237654669200851059,154.834965452671,-0.78631283903903,8.035951,0.06286128,GALAXY,18.53184,16.81681,15.95809,15.48733,15.11884,19.56977,True
1237654669200982136,155.09949342148,-0.832850428712036,4.165011,0.08517877,GALAXY,20.50808,18.41318,17.42989,17.00353,16.66286,15.82553,True
1237654669201506500,156.311178443764,-0.758857575536956,6.891405,0.218504,GALAXY,20.16228,18.41533,17.25229,16.75125,16.42727,10.32516,False
1237654669737525446,154.412047966949,-0.398935331149303,4.343306,0.09397987,GALAXY,19.68732,17.84255,16.88767,16.45362,16.11738,16.25183,True
1237654670274789579,155.295924960602,0.0305948272964728,7.143196,0.0540349,GALAXY,18.79723,16.88953,16.02583,15.62339,15.30488,27.47486,True
1237654670274855049,155.419484628684,0.0654057331125006,4.077594,0.1116021,GALAXY,19.67382,18.37596,17.67,17.25386,16.97095,11.93925,False
1237654670275379424,156.728811934968,0.056671927732628,3.420727,0.09770888,GALAXY,19.92635,17.91067,16.88368,16.41341,16.03216,20.33768,True
1237654670275444846,156.816327620196,0.0129008931878156,5.384458,0.09857899,GALAXY,19.1121,17.83427,17.20951,16.86442,16.67307,10.28595,True
1237654670275575957,157.142237398686,0.0214536070325256,6.367904,0.1491398,GALAXY,20.18218,18.49931,17.37843,16.89632,16.5616,11.0471,False
1237654670809301181,149.915987315034,0.447314082447745,3.112743,0.1597646,GALAXY,20.95854,18.80348,17.62841,17.15035,16.82374,13.69649,False
1237654670811725874,155.517512026616,0.48001986018424,4.961988,0.07137506,GALAXY,19.35166,17.20773,16.20983,15.7234,15.349,25.82666,True
1237654670811725917,155.43059799017,0.447714868950996,3.363264,0.09648157,GALAXY,20.32628,18.48948,17.58747,17.1922,16.86006,13.2709,True
1237654881266499696,198.033266878414,5.52896517823552,6.074217,0.04575304,GALAXY,18.08955,16.60124,15.767,15.27119,14.94389,34.58425,True
1237654881266499748,198.09696938928,5.54458858202163,4.6626,0.144851,GALAXY,20.2047,18.0114,16.85051,16.36785,16.03988,27.00737,False
1237655126625943757,198.484595397384,5.84347767198508,7.737674,0.04903267,GALAXY,18.26124,16.41268,15.54734,15.14595,14.83044,40.74667,True
1237655177079030242,129.305689526077,-1.39464146920346,6.301561,0.1078021,GALAXY,19.51746,17.62557,16.59212,16.14193,15.76009,20.1,False
1237657118410997886,129.802621055333,39.4386881119284,5.663569,0.1885038,GALAXY,20.56769,18.46395,17.17336,16.66791,16.37333,15.34414,False
1237657118948065503,129.907997247288,39.9436330934275,3.737053,0.1525689,GALAXY,20.64941,18.68969,17.62591,17.16391,16.82635,12.67323,False
1237657401341837503,129.686864213092,39.0581791817594,4.128015,0.164356,GALAXY,20.06158,18.4694,17.59427,17.13574,16.85862,12.53172,False
1237657401878708384,129.46981525333,39.2894819419397,6.768021,0.1693089,GALAXY,20.22887,18.20406,16.95029,16.43955,16.06296,17.56357,False
1237657401878839525,129.636299161445,39.5810937944034,4.066897,0.1888075,GALAXY,21.13922,19.01102,17.75123,17.26518,16.93051,10.86011,False
1237657606425805009,128.54763443958,39.2904290148051,5.739787,0.1715619,GALAXY,20.22152,18.35985,17.23145,16.70894,16.3406,12.03478,False
1237657606425870614,128.653435607047,39.4604227939528,3.69386,0.174495,GALAXY,21.4268,18.79828,17.57326,17.10209,16.76507,11.85848,False
1237657606426329374,129.564150953376,40.1736754845324,4.19302,0.1730383,GALAXY,20.81558,18.74867,17.54458,17.0478,16.67578,11.3321,False
1237657606426394701,129.762855333821,40.2626750091898,7.20332,0.1941434,GALAXY,19.36924,17.86993,16.85375,16.35297,15.99836,18.10173,False
1237657606426394830,129.726269401617,40.1860110676277,6.543183,0.1909425,GALAXY,20.43749,18.50918,17.2539,16.75683,16.39194,13.81896,False
1237657606426394988,129.800107586467,40.1831964045658,4.641837,0.1957822,GALAXY,20.86275,18.72821,17.43834,16.93266,16.56317,12.35031,False
1237657627916370036,176.794785175954,51.1151055607014,7.298082,0.07000316,GALAXY,18.36601,17.04114,16.49059,16.14621,15.92475,12.45627,True
1237657628453372134,177.328073891834,51.4180012556544,7.408802,0.06923205,GALAXY,18.56179,16.86585,16.01187,15.48892,15.13433,19.32123,True
1237657628990242878,177.094342210959,51.9260768077224,5.629519,0.08380916,GALAXY,18.73752,17.49625,16.91749,16.5491,16.29191,12.88645,True
1237657628990308521,177.535110940358,52.0099116043643,5.79231,0.09333265,GALAXY,19.00452,17.64238,16.98235,16.62309,16.36588,12.17143,True
1237657629527179348,177.27764867759,52.3410472863196,4.464681,0.09524389,GALAXY,18.03728,16.97221,16.41858,16.06529,15.85237,20.51336,True
